"Names","Team","Season","Active_Inactive","Week","Game_Designation","Injury_Type","Position","Side of Ball"
"Alani Fua","Arizona Cardinals",2016,"Out",10,"Injured Reserve"," Knee","OLB","Defense"
"Alani Fua","Arizona Cardinals",2016,"Out",7,"Injured Reserve"," Knee","OLB","Defense"
"Alani Fua","Arizona Cardinals",2016,"Active",1,"Healthy","None","OLB","Defense"
"Alani Fua","Arizona Cardinals",2016,"Out",17,"Injured Reserve"," Knee","OLB","Defense"
"Alani Fua","Arizona Cardinals",2016,"Out",6,"Injured Reserve"," Knee","OLB","Defense"
"Alani Fua","Arizona Cardinals",2016,"Out",13,"Injured Reserve"," Knee","OLB","Defense"
"Alani Fua","Arizona Cardinals",2016,"Out",12,"Injured Reserve"," Knee","OLB","Defense"
"Alani Fua","Arizona Cardinals",2016,"Active",2,"Healthy","None","OLB","Defense"
"Alani Fua","Arizona Cardinals",2016,"Out",4,"Injured Reserve"," Knee","OLB","Defense"
"Alani Fua","Arizona Cardinals",2016,"Out",8,"Injured Reserve"," Knee","OLB","Defense"
"Alani Fua","Arizona Cardinals",2016,"Out",14,"Injured Reserve"," Knee","OLB","Defense"
"Alani Fua","Arizona Cardinals",2016,"Out",16,"Injured Reserve"," Knee","OLB","Defense"
"Alani Fua","Arizona Cardinals",2016,"Out",5,"Injured Reserve"," Knee","OLB","Defense"
"Alani Fua","Arizona Cardinals",2016,"Out",15,"Injured Reserve"," Knee","OLB","Defense"
"Alani Fua","Arizona Cardinals",2016,"Active",3,"Healthy","None","OLB","Defense"
"Alani Fua","Arizona Cardinals",2016,"Out",11,"Injured Reserve"," Knee","OLB","Defense"
"Brandon Williams","Arizona Cardinals",2016,"Active",5,"Healthy","None","CB","Defense"
"Brandon Williams","Arizona Cardinals",2016,"Active",7,"Healthy","None","CB","Defense"
"Brandon Williams","Arizona Cardinals",2016,"Active",6,"Healthy","None","CB","Defense"
"Brandon Williams","Arizona Cardinals",2016,"Active",4,"Healthy","None","CB","Defense"
"Brandon Williams","Arizona Cardinals",2016,"Active",1,"Healthy","None","CB","Defense"
"Brandon Williams","Arizona Cardinals",2016,"Active",11,"Healthy","None","CB","Defense"
"Brandon Williams","Arizona Cardinals",2016,"Active",10,"Healthy","None","CB","Defense"
"Brandon Williams","Arizona Cardinals",2016,"Active",2,"Healthy","None","CB","Defense"
"Brandon Williams","Arizona Cardinals",2016,"Active",13,"Healthy","None","CB","Defense"
"Brandon Williams","Arizona Cardinals",2016,"Active",16,"Questionable"," Back","CB","Defense"
"Brandon Williams","Arizona Cardinals",2016,"Active",15,"Healthy","None","CB","Defense"
"Brandon Williams","Arizona Cardinals",2016,"Active",12,"Healthy","None","CB","Defense"
"Brandon Williams","Arizona Cardinals",2016,"Active",17,"Healthy","None","CB","Defense"
"Brandon Williams","Arizona Cardinals",2016,"Active",14,"Healthy","None","CB","Defense"
"Brandon Williams","Arizona Cardinals",2016,"Active",8,"Healthy","None","CB","Defense"
"Brandon Williams","Arizona Cardinals",2016,"Active",3,"Healthy","None","CB","Defense"
"Brittan Golden","Arizona Cardinals",2016,"Active",16,"Healthy","None","WR","Offense"
"Brittan Golden","Arizona Cardinals",2016,"Active",15,"Healthy","None","WR","Offense"
"Brittan Golden","Arizona Cardinals",2016,"Active",11,"Healthy","None","WR","Offense"
"Brittan Golden","Arizona Cardinals",2016,"Active",17,"Healthy","None","WR","Offense"
"Brittan Golden","Arizona Cardinals",2016,"Active",2,"Healthy","None","WR","Offense"
"Brittan Golden","Arizona Cardinals",2016,"Active",12,"Questionable"," Groin","WR","Offense"
"Brittan Golden","Arizona Cardinals",2016,"Active",14,"Healthy","None","WR","Offense"
"Brittan Golden","Arizona Cardinals",2016,"Active",13,"Healthy","None","WR","Offense"
"Brittan Golden","Arizona Cardinals",2016,"Active",4,"Healthy","None","WR","Offense"
"Brittan Golden","Arizona Cardinals",2016,"Active",10,"Healthy","None","WR","Offense"
"Brittan Golden","Arizona Cardinals",2016,"Active",3,"Healthy","None","WR","Offense"
"Brittan Golden","Arizona Cardinals",2016,"Active",8,"Healthy","None","WR","Offense"
"Brittan Golden","Arizona Cardinals",2016,"Active",7,"Healthy","None","WR","Offense"
