"Names","Team","Season","Active_Inactive","Week","Game_Designation","Injury_Type"
"Kevin Peterson","Arizona Cardinals","2019","Active",1,"Healthy","None"
"Justin Pugh","Arizona Cardinals","2019","Active",1,"Healthy","None"
"Haason Reddick ","Arizona Cardinals","2019","Active",1,"Questionable"," Knee"
"Brooks Reed","Arizona Cardinals","2019","Active",1,"Healthy","None"
"Caraun Reid","Arizona Cardinals","2019","Active",1,"Healthy","None"
"Josh Shaw","Arizona Cardinals","2019","Out",1,"Injured Reserve","None"
"A.Q. Shipley","Arizona Cardinals","2019","Active",1,"Healthy","None"
"Terrell Suggs","Arizona Cardinals","2019","Active",1,"Healthy","None"
"William Sweet","Arizona Cardinals","2019","Out",1,"Injured Reserve","None"
"Pita Taumoepenu","Arizona Cardinals","2019","Out",1,"Injured Reserve","None"
"Deionte Thompson","Arizona Cardinals","2019","Active",1,"Healthy","None"
"Jalen Thompson","Arizona Cardinals","2019","Active",1,"Healthy","None"
"Brett Toth","Arizona Cardinals","2019","Active",1,"Healthy","None"
"Zeke Turner","Arizona Cardinals","2019","Active",1,"Questionable"," Hand"
"Tanner Vallejo","Arizona Cardinals","2019","Active",1,"Healthy","None"
"Joe Walker","Arizona Cardinals","2019","Active",1,"Healthy","None"
"Charles Washington ","Arizona Cardinals","2019","Active",1,"Healthy","None"
"Brandon Williams","Arizona Cardinals","2019","Out",1,"Injured Reserve","None"
"Maxx Williams","Arizona Cardinals","2019","Active",1,"Healthy","None"
"Trevor Williams","Arizona Cardinals","2019","Active",1,"Healthy","None"
"Robert Alford","Arizona Cardinals","2019","Out",2,"Injured Reserve","None"
"Zach Allen","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Tramaine Brock ","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Miles Brown","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Jonathan Bullard","Arizona Cardinals","2019","Out",2,"Questionable"," Hamstring"
"Hakeem Butler","Arizona Cardinals","2019","Out",2,"Injured Reserve","None"
"Damiere Byrd ","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Charles Clay","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Darrell Daniels","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2019","Active",2,"Healthy","None"
"D.J. Foster ","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Lamont Gaillard","Arizona Cardinals","2019","Out",2,"Out"," Knee"
"Max Garcia","Arizona Cardinals","2019","Out",2,"Physically Unable to Perform","None"
"Dennis Gardeck","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Marcus Gilbert","Arizona Cardinals","2019","Out",2,"Injured Reserve","None"
"Rodney Gunter","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Jordan Hicks","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Andy Isabella","Arizona Cardinals","2019","Active",2,"Healthy","None"
"David Johnson","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Chris Jones","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Zach Kerr ","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Christian Kirk","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Andy Lee ","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Clinton McDonald","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Joshua Miles","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Jordan Mills","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Byron Murphy","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Justin Murray","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Kyler Murray ","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Rees Odhiambo","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Kevin Peterson","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Justin Pugh","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Haason Reddick ","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Brooks Reed","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Caraun Reid","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Josh Shaw","Arizona Cardinals","2019","Out",2,"Injured Reserve","None"
"A.Q. Shipley","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Terrell Suggs","Arizona Cardinals","2019","Active",2,"Healthy","None"
"William Sweet","Arizona Cardinals","2019","Out",2,"Injured Reserve","None"
"Pita Taumoepenu","Arizona Cardinals","2019","Out",2,"Injured Reserve","None"
"Deionte Thompson","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Jalen Thompson","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Brett Toth","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Zeke Turner","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Tanner Vallejo","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Joe Walker","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Charles Washington ","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Brandon Williams","Arizona Cardinals","2019","Out",2,"Injured Reserve","None"
"Maxx Williams","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Trevor Williams","Arizona Cardinals","2019","Active",2,"Healthy","None"
"Robert Alford","Arizona Cardinals","2019","Out",3,"Injured Reserve","None"
"Zach Allen","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Tramaine Brock ","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Miles Brown","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Jonathan Bullard","Arizona Cardinals","2019","Out",3,"Questionable"," Hamstring"
"Hakeem Butler","Arizona Cardinals","2019","Out",3,"Injured Reserve","None"
"Damiere Byrd ","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Charles Clay","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Darrell Daniels","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2019","Active",3,"Healthy","None"
"D.J. Foster ","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Lamont Gaillard","Arizona Cardinals","2019","Out",3,"Out"," Knee"
"Max Garcia","Arizona Cardinals","2019","Out",3,"Physically Unable to Perform","None"
"Dennis Gardeck","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Marcus Gilbert","Arizona Cardinals","2019","Out",3,"Injured Reserve","None"
"Rodney Gunter","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Jordan Hicks","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Andy Isabella","Arizona Cardinals","2019","Active",3,"Healthy","None"
"David Johnson","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Chris Jones","Arizona Cardinals","2019","Active",3,"Questionable"," Ankle"
"Zach Kerr ","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Christian Kirk","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Andy Lee ","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Clinton McDonald","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Joshua Miles","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Jordan Mills","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Byron Murphy","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Justin Murray","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Kyler Murray ","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Rees Odhiambo","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Kevin Peterson","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Justin Pugh","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Haason Reddick ","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Brooks Reed","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Caraun Reid","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Josh Shaw","Arizona Cardinals","2019","Out",3,"Injured Reserve","None"
"A.Q. Shipley","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Terrell Suggs","Arizona Cardinals","2019","Active",3,"Healthy","None"
"William Sweet","Arizona Cardinals","2019","Out",3,"Injured Reserve","None"
"Pita Taumoepenu","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Deionte Thompson","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Jalen Thompson","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Brett Toth","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Zeke Turner","Arizona Cardinals","2019","Out",3,"Questionable"," Hand"
"Tanner Vallejo","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Joe Walker","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Charles Washington ","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Brandon Williams","Arizona Cardinals","2019","Out",3,"Injured Reserve","None"
"Maxx Williams","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Trevor Williams","Arizona Cardinals","2019","Active",3,"Healthy","None"
"Robert Alford","Arizona Cardinals","2019","Out",4,"Injured Reserve","None"
"Zach Allen","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Tramaine Brock ","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Miles Brown","Arizona Cardinals","2019","Active",4,"Questionable"," Shoulder"
"Jonathan Bullard","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Hakeem Butler","Arizona Cardinals","2019","Out",4,"Injured Reserve","None"
"Damiere Byrd ","Arizona Cardinals","2019","Out",4,"Out"," Hamstring"
"Charles Clay","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Darrell Daniels","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2019","Active",4,"Healthy","None"
"D.J. Foster ","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Lamont Gaillard","Arizona Cardinals","2019","Out",4,"Questionable"," Knee"
"Max Garcia","Arizona Cardinals","2019","Out",4,"Physically Unable to Perform","None"
"Dennis Gardeck","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Marcus Gilbert","Arizona Cardinals","2019","Out",4,"Injured Reserve","None"
"Rodney Gunter","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Jordan Hicks","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Andy Isabella","Arizona Cardinals","2019","Active",4,"Healthy","None"
"David Johnson","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Chris Jones","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Zach Kerr ","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Christian Kirk","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Andy Lee ","Arizona Cardinals","2019","Out",4,"Questionable"," Right Hip"
"Clinton McDonald","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Joshua Miles","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Jordan Mills","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Byron Murphy","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Justin Murray","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Kyler Murray ","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Rees Odhiambo","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Kevin Peterson","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Justin Pugh","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Haason Reddick ","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Brooks Reed","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Caraun Reid","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Josh Shaw","Arizona Cardinals","2019","Out",4,"Injured Reserve","None"
"A.Q. Shipley","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Terrell Suggs","Arizona Cardinals","2019","Active",4,"Healthy","None"
"William Sweet","Arizona Cardinals","2019","Out",4,"Injured Reserve","None"
"Pita Taumoepenu","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Deionte Thompson","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Jalen Thompson","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Brett Toth","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Zeke Turner","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Tanner Vallejo","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Joe Walker","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Charles Washington ","Arizona Cardinals","2019","Out",4,"Out"," Shoulder"
"Brandon Williams","Arizona Cardinals","2019","Out",4,"Injured Reserve","None"
"Maxx Williams","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Trevor Williams","Arizona Cardinals","2019","Active",4,"Healthy","None"
"Robert Alford","Arizona Cardinals","2019","Out",5,"Injured Reserve","None"
"Zach Allen","Arizona Cardinals","2019","Out",5,"Out"," Neck"
"Tramaine Brock ","Arizona Cardinals","2019","Active",5,"Questionable"," Back"
"Miles Brown","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Jonathan Bullard","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Hakeem Butler","Arizona Cardinals","2019","Out",5,"Injured Reserve","None"
"Damiere Byrd ","Arizona Cardinals","2019","Out",5,"Questionable"," Hamstring"
"Charles Clay","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Darrell Daniels","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2019","Active",5,"Healthy","None"
"D.J. Foster ","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Lamont Gaillard","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Max Garcia","Arizona Cardinals","2019","Out",5,"Physically Unable to Perform","None"
"Dennis Gardeck","Arizona Cardinals","2019","Out",5,"Out"," Ankle"
"Marcus Gilbert","Arizona Cardinals","2019","Out",5,"Injured Reserve","None"
"Rodney Gunter","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Jordan Hicks","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Andy Isabella","Arizona Cardinals","2019","Active",5,"Healthy","None"
"David Johnson","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Chris Jones","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Zach Kerr ","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Christian Kirk","Arizona Cardinals","2019","Out",5,"Out"," Ankle"
"Andy Lee ","Arizona Cardinals","2019","Active",5,"Questionable"," Right Hip"
"Clinton McDonald","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Joshua Miles","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Jordan Mills","Arizona Cardinals","2019","Out",5,"Injured Reserve","None"
"Byron Murphy","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Justin Murray","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Kyler Murray ","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Rees Odhiambo","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Kevin Peterson","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Justin Pugh","Arizona Cardinals","2019","Active",5,"Questionable"," Shoulder"
"Haason Reddick ","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Brooks Reed","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Caraun Reid","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Josh Shaw","Arizona Cardinals","2019","Out",5,"Injured Reserve","None"
"A.Q. Shipley","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Terrell Suggs","Arizona Cardinals","2019","Active",5,"Questionable"," Back"
"William Sweet","Arizona Cardinals","2019","Out",5,"Injured Reserve","None"
"Pita Taumoepenu","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Deionte Thompson","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Jalen Thompson","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Brett Toth","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Zeke Turner","Arizona Cardinals","2019","Out",5,"Questionable"," Hand"
"Tanner Vallejo","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Joe Walker","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Charles Washington ","Arizona Cardinals","2019","Out",5,"Out"," Shoulder"
"Brandon Williams","Arizona Cardinals","2019","Out",5,"Injured Reserve","None"
"Maxx Williams","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Trevor Williams","Arizona Cardinals","2019","Active",5,"Healthy","None"
"Robert Alford","Arizona Cardinals","2019","Out",6,"Injured Reserve","None"
"Zach Allen","Arizona Cardinals","2019","Out",6,"Questionable"," Neck"
"Tramaine Brock ","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Miles Brown","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Jonathan Bullard","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Hakeem Butler","Arizona Cardinals","2019","Out",6,"Injured Reserve","None"
"Damiere Byrd ","Arizona Cardinals","2019","Active",6,"Questionable"," Hamstring"
"Charles Clay","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Darrell Daniels","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2019","Active",6,"Healthy","None"
"D.J. Foster ","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Lamont Gaillard","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Max Garcia","Arizona Cardinals","2019","Out",6,"Physically Unable to Perform","None"
"Dennis Gardeck","Arizona Cardinals","2019","Out",6,"Out"," Ankle"
"Marcus Gilbert","Arizona Cardinals","2019","Out",6,"Injured Reserve","None"
"Rodney Gunter","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Jordan Hicks","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Andy Isabella","Arizona Cardinals","2019","Active",6,"Healthy","None"
"David Johnson","Arizona Cardinals","2019","Active",6,"Questionable"," Back"
"Chris Jones","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Zach Kerr ","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Christian Kirk","Arizona Cardinals","2019","Out",6,"Questionable"," Ankle"
"Andy Lee ","Arizona Cardinals","2019","Active",6,"Questionable"," Right Hip"
"Clinton McDonald","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Joshua Miles","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Jordan Mills","Arizona Cardinals","2019","Out",6,"Injured Reserve","None"
"Byron Murphy","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Justin Murray","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Kyler Murray ","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Rees Odhiambo","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Kevin Peterson","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Justin Pugh","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Haason Reddick ","Arizona Cardinals","2019","Active",6,"Questionable"," Shoulder"
"Brooks Reed","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Caraun Reid","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Josh Shaw","Arizona Cardinals","2019","Out",6,"Injured Reserve","None"
"A.Q. Shipley","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Terrell Suggs","Arizona Cardinals","2019","Active",6,"Questionable"," Back"
"William Sweet","Arizona Cardinals","2019","Out",6,"Injured Reserve","None"
"Pita Taumoepenu","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Deionte Thompson","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Jalen Thompson","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Brett Toth","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Zeke Turner","Arizona Cardinals","2019","Out",6,"Out"," Hamstring"
"Tanner Vallejo","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Joe Walker","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Charles Washington ","Arizona Cardinals","2019","Out",6,"Out"," Shoulder"
"Brandon Williams","Arizona Cardinals","2019","Out",6,"Injured Reserve","None"
"Maxx Williams","Arizona Cardinals","2019","Active",6,"Healthy","None"
"Trevor Williams","Arizona Cardinals","2019","Active",6,"Questionable"," Hip"
"Robert Alford","Arizona Cardinals","2019","Out",7,"Injured Reserve","None"
"Zach Allen","Arizona Cardinals","2019","Out",7,"Out"," Neck"
"Tramaine Brock ","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Miles Brown","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Jonathan Bullard","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Hakeem Butler","Arizona Cardinals","2019","Out",7,"Injured Reserve","None"
"Damiere Byrd ","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Charles Clay","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Darrell Daniels","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2019","Active",7,"Healthy","None"
"D.J. Foster ","Arizona Cardinals","2019","Out",7,"Out"," Hamstring"
"Lamont Gaillard","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Max Garcia","Arizona Cardinals","2019","Out",7,"Physically Unable to Perform","None"
"Dennis Gardeck","Arizona Cardinals","2019","Active",7,"Questionable"," Ankle"
"Marcus Gilbert","Arizona Cardinals","2019","Out",7,"Injured Reserve","None"
"Rodney Gunter","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Jordan Hicks","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Andy Isabella","Arizona Cardinals","2019","Active",7,"Healthy","None"
"David Johnson","Arizona Cardinals","2019","Active",7,"Questionable"," Ankle"
"Chris Jones","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Zach Kerr ","Arizona Cardinals","2019","Active",7,"Questionable"," Ankle"
"Christian Kirk","Arizona Cardinals","2019","Out",7,"Questionable"," Ankle"
"Andy Lee ","Arizona Cardinals","2019","Active",7,"Questionable"," Right Hip"
"Clinton McDonald","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Joshua Miles","Arizona Cardinals","2019","Active",7,"Questionable"," Illness"
"Jordan Mills","Arizona Cardinals","2019","Out",7,"Injured Reserve","None"
"Byron Murphy","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Justin Murray","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Kyler Murray ","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Rees Odhiambo","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Kevin Peterson","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Justin Pugh","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Haason Reddick ","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Brooks Reed","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Caraun Reid","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Josh Shaw","Arizona Cardinals","2019","Out",7,"Injured Reserve","None"
"A.Q. Shipley","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Terrell Suggs","Arizona Cardinals","2019","Active",7,"Healthy","None"
"William Sweet","Arizona Cardinals","2019","Out",7,"Injured Reserve","None"
"Pita Taumoepenu","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Deionte Thompson","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Jalen Thompson","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Brett Toth","Arizona Cardinals","2019","Out",7,"Out"," Illness"
"Zeke Turner","Arizona Cardinals","2019","Out",7,"Questionable"," Hamstring"
"Tanner Vallejo","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Joe Walker","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Charles Washington ","Arizona Cardinals","2019","Active",7,"Questionable"," Shoulder"
"Brandon Williams","Arizona Cardinals","2019","Out",7,"Injured Reserve","None"
"Maxx Williams","Arizona Cardinals","2019","Active",7,"Questionable"," Ankle"
"Trevor Williams","Arizona Cardinals","2019","Active",7,"Healthy","None"
"Robert Alford","Arizona Cardinals","2019","Out",8,"Injured Reserve","None"
"Zach Allen","Arizona Cardinals","2019","Out",8,"Out"," Neck"
"Tramaine Brock ","Arizona Cardinals","2019","Active",8,"Healthy","None"
"Miles Brown","Arizona Cardinals","2019","Active",8,"Healthy","None"
"Jonathan Bullard","Arizona Cardinals","2019","Active",8,"Healthy","None"
"Hakeem Butler","Arizona Cardinals","2019","Out",8,"Injured Reserve","None"
"Damiere Byrd ","Arizona Cardinals","2019","Active",8,"Healthy","None"
"Charles Clay","Arizona Cardinals","2019","Active",8,"Healthy","None"
"Darrell Daniels","Arizona Cardinals","2019","Active",8,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2019","Active",8,"Healthy","None"
"D.J. Foster ","Arizona Cardinals","2019","Out",8,"Out"," Hamstring"
"Lamont Gaillard","Arizona Cardinals","2019","Active",8,"Healthy","None"
"Max Garcia","Arizona Cardinals","2019","Out",8,"Physically Unable to Perform","None"
"Dennis Gardeck","Arizona Cardinals","2019","Active",8,"Questionable"," Ankle"
"Marcus Gilbert","Arizona Cardinals","2019","Out",8,"Injured Reserve","None"
"Rodney Gunter","Arizona Cardinals","2019","Active",8,"Healthy","None"
"Jordan Hicks","Arizona Cardinals","2019","Active",8,"Questionable"," Calf"
"Andy Isabella","Arizona Cardinals","2019","Active",8,"Healthy","None"
"David Johnson","Arizona Cardinals","2019","Out",8,"Questionable"," Ankle"
"Chris Jones","Arizona Cardinals","2019","Active",8,"Healthy","None"
"Zach Kerr ","Arizona Cardinals","2019","Active",8,"Healthy","None"
