"Names","Team","Season","Active_Inactive","Week","Game_Designation","Injury_Type"
"Ben Graham","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Justin Green","Arizona Cardinals","2009","Out",2,"Injured Reserve"," Knee"
"Clark Haggans","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Gerald Hayes","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Ali Highsmith","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Tim Hightower","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Kenny Iwebema","Arizona Cardinals","2009","Out",2,"Out"," Ankle"
"Herman Johnson","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Rashad Johnson","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Dan Kreider","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Deuce Lutui","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Bryant McFadden","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Sean Morey","Arizona Cardinals","2009","Active",2,"Probable"," Ribs"
"Chike Okeafor","Arizona Cardinals","2009","Out",2,"Out"," Shoulder"
"Ben Patrick","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Neil Rackers","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Dominique Rodgers-Cromartie","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Antrel Rolle","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Stephen Spach","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Brian St. Pierre","Arizona Cardinals","2009","Out",2,"Out"," Back"
"Pago Togafau","Arizona Cardinals","2009","Out",2,"Injured Reserve"," Foot"
"Greg Toler","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Matt Ware","Arizona Cardinals","2009","Out",2,"Out"," Shoulder"
"Kurt Warner","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Beanie Wells ","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Reggie Wells","Arizona Cardinals","2009","Active",2,"Probable"," Thumb"
"Adrian Wilson","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Jason Wright","Arizona Cardinals","2009","Active",2,"Healthy","None"
"Michael Adams","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Jason Banks","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Bertrand Berry ","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Anquan Boldin","Arizona Cardinals","2009","Active",3,"Probable"," Hamstring"
"Alan Branch","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Steve Breaston","Arizona Cardinals","2009","Active",3,"Probable"," Knee"
"Cody Brown","Arizona Cardinals","2009","Out",3,"Injured Reserve"," Wrist"
"Levi Brown","Arizona Cardinals","2009","Active",3,"Probable"," Ankle"
"Calais Campbell","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Karlos Dansby","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Will Davis ","Arizona Cardinals","2009","Active",3,"Probable"," Knee"
"Darnell Dockett","Arizona Cardinals","2009","Active",3,"Probable"," Ankle"
"Early Doucet","Arizona Cardinals","2009","Out",3,"Out"," Ribs"
"Larry Fitzgerald","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Mike Gandy","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Ben Graham","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Justin Green","Arizona Cardinals","2009","Out",3,"Injured Reserve"," Knee"
"Clark Haggans","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Gerald Hayes","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Ali Highsmith","Arizona Cardinals","2009","Active",3,"Probable"," Hamstring"
"Tim Hightower","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Kenny Iwebema","Arizona Cardinals","2009","Out",3,"Out"," Ankle"
"Herman Johnson","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Rashad Johnson","Arizona Cardinals","2009","Active",3,"Probable"," Ankle"
"Dan Kreider","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Deuce Lutui","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Bryant McFadden","Arizona Cardinals","2009","Active",3,"Probable"," Groin"
"Sean Morey","Arizona Cardinals","2009","Active",3,"Probable"," Ribs"
"Chike Okeafor","Arizona Cardinals","2009","Active",3,"Probable"," Shoulder"
"Ben Patrick","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Neil Rackers","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Dominique Rodgers-Cromartie","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Antrel Rolle","Arizona Cardinals","2009","Active",3,"Probable"," Quadriceps"
"Stephen Spach","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Brian St. Pierre","Arizona Cardinals","2009","Out",3,"Out"," Back"
"Pago Togafau","Arizona Cardinals","2009","Out",3,"Injured Reserve"," Foot"
"Greg Toler","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Matt Ware","Arizona Cardinals","2009","Out",3,"Out"," Shoulder"
"Kurt Warner","Arizona Cardinals","2009","Active",3,"Probable"," Right Shoulder"
"Beanie Wells ","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Reggie Wells","Arizona Cardinals","2009","Active",3,"Probable"," Thumb"
"Adrian Wilson","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Jason Wright","Arizona Cardinals","2009","Active",3,"Healthy","None"
"Michael Adams","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Jason Banks","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Bertrand Berry ","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Anquan Boldin","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Alan Branch","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Steve Breaston","Arizona Cardinals","2009","Active",5,"Probable"," Knee"
"Cody Brown","Arizona Cardinals","2009","Out",5,"Injured Reserve"," Wrist"
"Levi Brown","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Calais Campbell","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Karlos Dansby","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Will Davis ","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Darnell Dockett","Arizona Cardinals","2009","Active",5,"Probable"," Ankle"
"Early Doucet","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Mike Gandy","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Ben Graham","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Justin Green","Arizona Cardinals","2009","Out",5,"Injured Reserve"," Knee"
"Clark Haggans","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Gerald Hayes","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Ali Highsmith","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Tim Hightower","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Kenny Iwebema","Arizona Cardinals","2009","Out",5,"Out"," Ankle"
"Herman Johnson","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Rashad Johnson","Arizona Cardinals","2009","Active",5,"Probable"," Ankle"
"Dan Kreider","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Deuce Lutui","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Bryant McFadden","Arizona Cardinals","2009","Active",5,"Probable"," Ankle"
"Sean Morey","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Chike Okeafor","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Ben Patrick","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Neil Rackers","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Dominique Rodgers-Cromartie","Arizona Cardinals","2009","Active",5,"Probable"," Finger"
"Antrel Rolle","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Stephen Spach","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Brian St. Pierre","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Pago Togafau","Arizona Cardinals","2009","Out",5,"Injured Reserve"," Foot"
"Greg Toler","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Matt Ware","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Kurt Warner","Arizona Cardinals","2009","Active",5,"Probable"," Right Shoulder"
"Beanie Wells ","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Reggie Wells","Arizona Cardinals","2009","Active",5,"Probable"," Thumb"
"Adrian Wilson","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Jason Wright","Arizona Cardinals","2009","Active",5,"Healthy","None"
"Michael Adams","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Jason Banks","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Bertrand Berry ","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Anquan Boldin","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Alan Branch","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Steve Breaston","Arizona Cardinals","2009","Active",6,"Probable"," Knee"
"Cody Brown","Arizona Cardinals","2009","Out",6,"Injured Reserve"," Wrist"
"Levi Brown","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Calais Campbell","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Karlos Dansby","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Will Davis ","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Darnell Dockett","Arizona Cardinals","2009","Active",6,"Probable"," Ankle"
"Early Doucet","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Mike Gandy","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Ben Graham","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Justin Green","Arizona Cardinals","2009","Out",6,"Injured Reserve"," Knee"
"Clark Haggans","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Gerald Hayes","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Ali Highsmith","Arizona Cardinals","2009","Active",6,"Probable"," Thigh"
"Tim Hightower","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Kenny Iwebema","Arizona Cardinals","2009","Active",6,"Probable"," Ankle"
"Herman Johnson","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Rashad Johnson","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Dan Kreider","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Deuce Lutui","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Bryant McFadden","Arizona Cardinals","2009","Active",6,"Probable"," Ankle"
"Sean Morey","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Chike Okeafor","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Ben Patrick","Arizona Cardinals","2009","Active",6,"Probable"," Four-Game Suspension Served"
"Neil Rackers","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Dominique Rodgers-Cromartie","Arizona Cardinals","2009","Active",6,"Probable"," Finger"
"Antrel Rolle","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Stephen Spach","Arizona Cardinals","2009","Out",6,"Out"," Ankle"
"Brian St. Pierre","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Pago Togafau","Arizona Cardinals","2009","Out",6,"Injured Reserve"," Foot"
"Greg Toler","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Matt Ware","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Kurt Warner","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Beanie Wells ","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Reggie Wells","Arizona Cardinals","2009","Active",6,"Probable"," Thumb"
"Adrian Wilson","Arizona Cardinals","2009","Active",6,"Healthy","None"
"Jason Wright","Arizona Cardinals","2009","Active",6,"Probable"," Back"
"Michael Adams","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Jason Banks","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Bertrand Berry ","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Anquan Boldin","Arizona Cardinals","2009","Active",7,"Probable"," Ankle"
"Alan Branch","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Steve Breaston","Arizona Cardinals","2009","Active",7,"Probable"," Knee"
"Cody Brown","Arizona Cardinals","2009","Out",7,"Injured Reserve"," Wrist"
"Levi Brown","Arizona Cardinals","2009","Active",7,"Probable"," Knee"
"Calais Campbell","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Karlos Dansby","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Will Davis ","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Darnell Dockett","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Early Doucet","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Mike Gandy","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Ben Graham","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Justin Green","Arizona Cardinals","2009","Out",7,"Injured Reserve"," Knee"
"Clark Haggans","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Gerald Hayes","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Ali Highsmith","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Tim Hightower","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Kenny Iwebema","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Herman Johnson","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Rashad Johnson","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Dan Kreider","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Deuce Lutui","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Bryant McFadden","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Sean Morey","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Chike Okeafor","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Ben Patrick","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Neil Rackers","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Dominique Rodgers-Cromartie","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Antrel Rolle","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Stephen Spach","Arizona Cardinals","2009","Out",7,"Out"," Ankle"
"Brian St. Pierre","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Pago Togafau","Arizona Cardinals","2009","Out",7,"Injured Reserve"," Foot"
"Greg Toler","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Matt Ware","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Kurt Warner","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Beanie Wells ","Arizona Cardinals","2009","Active",7,"Probable"," Hip"
"Reggie Wells","Arizona Cardinals","2009","Active",7,"Probable"," Thumb"
"Adrian Wilson","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Jason Wright","Arizona Cardinals","2009","Active",7,"Healthy","None"
"Michael Adams","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Jason Banks","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Bertrand Berry ","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Anquan Boldin","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Alan Branch","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Steve Breaston","Arizona Cardinals","2009","Active",8,"Probable"," Knee"
"Cody Brown","Arizona Cardinals","2009","Out",8,"Injured Reserve"," Wrist"
"Levi Brown","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Calais Campbell","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Karlos Dansby","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Will Davis ","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Darnell Dockett","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Early Doucet","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Mike Gandy","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Ben Graham","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Justin Green","Arizona Cardinals","2009","Out",8,"Injured Reserve"," Knee"
"Clark Haggans","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Gerald Hayes","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Ali Highsmith","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Tim Hightower","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Kenny Iwebema","Arizona Cardinals","2009","Out",8,"Out"," Knee"
"Herman Johnson","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Rashad Johnson","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Dan Kreider","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Deuce Lutui","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Bryant McFadden","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Sean Morey","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Chike Okeafor","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Ben Patrick","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Neil Rackers","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Dominique Rodgers-Cromartie","Arizona Cardinals","2009","Active",8,"Probable"," Ankle"
"Antrel Rolle","Arizona Cardinals","2009","Active",8,"Probable"," Foot"
"Stephen Spach","Arizona Cardinals","2009","Out",8,"Doubtful"," Ankle"
"Brian St. Pierre","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Pago Togafau","Arizona Cardinals","2009","Out",8,"Injured Reserve"," Foot"
"Greg Toler","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Matt Ware","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Kurt Warner","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Beanie Wells ","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Reggie Wells","Arizona Cardinals","2009","Active",8,"Probable"," Thumb"
"Adrian Wilson","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Jason Wright","Arizona Cardinals","2009","Active",8,"Healthy","None"
"Michael Adams","Arizona Cardinals","2009","Active",9,"Probable"," Hamstring"
"Jason Banks","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Bertrand Berry ","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Anquan Boldin","Arizona Cardinals","2009","Out",9,"Out"," Ankle"
"Alan Branch","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Steve Breaston","Arizona Cardinals","2009","Active",9,"Probable"," Knee"
"Cody Brown","Arizona Cardinals","2009","Out",9,"Injured Reserve"," Wrist"
"Levi Brown","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Calais Campbell","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Karlos Dansby","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Will Davis ","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Darnell Dockett","Arizona Cardinals","2009","Active",9,"Probable"," Ankle"
"Early Doucet","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Mike Gandy","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Ben Graham","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Justin Green","Arizona Cardinals","2009","Out",9,"Injured Reserve"," Knee"
"Clark Haggans","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Gerald Hayes","Arizona Cardinals","2009","Out",9,"Out"," Back"
"Ali Highsmith","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Tim Hightower","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Kenny Iwebema","Arizona Cardinals","2009","Active",9,"Probable"," Knee"
"Herman Johnson","Arizona Cardinals","2009","Out",9,"Out"," Back"
"Rashad Johnson","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Dan Kreider","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Deuce Lutui","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Bryant McFadden","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Sean Morey","Arizona Cardinals","2009","Active",9,"Probable"," Illness/Head"
"Chike Okeafor","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Ben Patrick","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Neil Rackers","Arizona Cardinals","2009","Active",9,"Probable"," Right Hamstring"
"Dominique Rodgers-Cromartie","Arizona Cardinals","2009","Active",9,"Probable"," Finger"
"Antrel Rolle","Arizona Cardinals","2009","Active",9,"Probable"," Foot"
"Stephen Spach","Arizona Cardinals","2009","Out",9,"Out"," Ankle"
"Brian St. Pierre","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Pago Togafau","Arizona Cardinals","2009","Out",9,"Injured Reserve"," Foot"
"Greg Toler","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Matt Ware","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Kurt Warner","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Beanie Wells ","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Reggie Wells","Arizona Cardinals","2009","Active",9,"Probable"," Thumb"
"Adrian Wilson","Arizona Cardinals","2009","Active",9,"Healthy","None"
"Jason Wright","Arizona Cardinals","2009","Active",9,"Probable"," Thumb"
"Michael Adams","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Jason Banks","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Bertrand Berry ","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Anquan Boldin","Arizona Cardinals","2009","Active",10,"Probable"," Ankle"
"Alan Branch","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Steve Breaston","Arizona Cardinals","2009","Active",10,"Probable"," Knee"
"Cody Brown","Arizona Cardinals","2009","Out",10,"Injured Reserve"," Wrist"
"Levi Brown","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Calais Campbell","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Karlos Dansby","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Will Davis ","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Darnell Dockett","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Early Doucet","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Mike Gandy","Arizona Cardinals","2009","Active",10,"Probable"," Pelvis"
"Ben Graham","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Justin Green","Arizona Cardinals","2009","Out",10,"Injured Reserve"," Knee"
"Clark Haggans","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Gerald Hayes","Arizona Cardinals","2009","Out",10,"Doubtful"," Back"
"Ali Highsmith","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Tim Hightower","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Kenny Iwebema","Arizona Cardinals","2009","Active",10,"Probable"," Knee"
"Herman Johnson","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Rashad Johnson","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Dan Kreider","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Deuce Lutui","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Bryant McFadden","Arizona Cardinals","2009","Active",10,"Healthy","None"
"Sean Morey","Arizona Cardinals","2009","Out",10,"Questionable"," Concussion"
