"Names","Team","Season","Active_Inactive","Week","Game_Designation","Injury_Type","Position","Side of Ball"
"Ben Patrick","Arizona Cardinals",2010,"Active",8,"Healthy","None","TE","Offense"
"Ben Patrick","Arizona Cardinals",2010,"Active",11,"Healthy","None","TE","Offense"
"Ben Patrick","Arizona Cardinals",2010,"Active",16,"Healthy","None","TE","Offense"
"Ben Patrick","Arizona Cardinals",2010,"Out",17,"Out","Hamstring","TE","Offense"
"Ben Patrick","Arizona Cardinals",2010,"Active",2,"Healthy","None","TE","Offense"
"Ben Patrick","Arizona Cardinals",2010,"Active",7,"Healthy","None","TE","Offense"
"Ben Patrick","Arizona Cardinals",2010,"Active",3,"Healthy","None","TE","Offense"
"Ben Patrick","Arizona Cardinals",2010,"Active",14,"Healthy","None","TE","Offense"
"Ben Patrick","Arizona Cardinals",2010,"Active",9,"Healthy","None","TE","Offense"
"Ben Patrick","Arizona Cardinals",2010,"Active",4,"Healthy","None","TE","Offense"
"Ben Patrick","Arizona Cardinals",2010,"Active",15,"Healthy","None","TE","Offense"
"Ben Patrick","Arizona Cardinals",2010,"Active",10,"Healthy","None","TE","Offense"
"Ben Patrick","Arizona Cardinals",2010,"Active",12,"Healthy","None","TE","Offense"
"Ben Patrick","Arizona Cardinals",2010,"Active",1,"Probable","Knee","TE","Offense"
"Ben Patrick","Arizona Cardinals",2010,"Active",13,"Healthy","None","TE","Offense"
"Ben Patrick","Arizona Cardinals",2010,"Active",5,"Healthy","None","TE","Offense"
"Brandon Keith","Arizona Cardinals",2010,"Out",16,"Injured Reserve","Knee","T","Offense"
"Brandon Keith","Arizona Cardinals",2010,"Out",14,"Injured Reserve","Knee","T","Offense"
"Brandon Keith","Arizona Cardinals",2010,"Out",12,"Injured Reserve","Knee","T","Offense"
"Brandon Keith","Arizona Cardinals",2010,"Active",7,"Healthy","None","T","Offense"
"Brandon Keith","Arizona Cardinals",2010,"Active",9,"Healthy","None","T","Offense"
"Brandon Keith","Arizona Cardinals",2010,"Active",2,"Healthy","None","T","Offense"
"Brandon Keith","Arizona Cardinals",2010,"Active",4,"Healthy","None","T","Offense"
"Brandon Keith","Arizona Cardinals",2010,"Active",1,"Healthy","None","T","Offense"
"Brandon Keith","Arizona Cardinals",2010,"Out",13,"Injured Reserve","Knee","T","Offense"
"Brandon Keith","Arizona Cardinals",2010,"Active",3,"Healthy","None","T","Offense"
"Brandon Keith","Arizona Cardinals",2010,"Out",11,"Injured Reserve","Knee","T","Offense"
"Brandon Keith","Arizona Cardinals",2010,"Active",8,"Healthy","None","T","Offense"
"Brandon Keith","Arizona Cardinals",2010,"Active",10,"Healthy","None","T","Offense"
"Brandon Keith","Arizona Cardinals",2010,"Active",5,"Healthy","None","T","Offense"
"Brandon Keith","Arizona Cardinals",2010,"Out",15,"Injured Reserve","Knee","T","Offense"
"Brandon Keith","Arizona Cardinals",2010,"Out",17,"Injured Reserve","Knee","T","Offense"
"Calais Campbell","Arizona Cardinals",2010,"Active",1,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2010,"Active",13,"Probable","Ankle","DE","Defense"
"Calais Campbell","Arizona Cardinals",2010,"Active",14,"Probable","Ankle","DE","Defense"
"Calais Campbell","Arizona Cardinals",2010,"Active",7,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2010,"Active",9,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2010,"Active",17,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2010,"Active",5,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2010,"Active",2,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2010,"Out",12,"Out","Ankle","DE","Defense"
"Calais Campbell","Arizona Cardinals",2010,"Active",11,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2010,"Active",3,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2010,"Active",4,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2010,"Active",8,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2010,"Active",15,"Probable","Ankle","DE","Defense"
"Calais Campbell","Arizona Cardinals",2010,"Active",10,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2010,"Active",16,"Probable","Chest","DE","Defense"
"Clark Haggans","Arizona Cardinals",2010,"Active",15,"Probable","Groin","OLB","Defense"
"Clark Haggans","Arizona Cardinals",2010,"Active",10,"Probable","Groin","OLB","Defense"
"Clark Haggans","Arizona Cardinals",2010,"Active",2,"Healthy","None","OLB","Defense"
"Clark Haggans","Arizona Cardinals",2010,"Active",1,"Healthy","None","OLB","Defense"
"Clark Haggans","Arizona Cardinals",2010,"Out",11,"Out","Groin","OLB","Defense"
"Clark Haggans","Arizona Cardinals",2010,"Active",14,"Probable","Groin","OLB","Defense"
"Clark Haggans","Arizona Cardinals",2010,"Active",5,"Healthy","None","OLB","Defense"
"Clark Haggans","Arizona Cardinals",2010,"Active",12,"Probable","Groin","OLB","Defense"
"Clark Haggans","Arizona Cardinals",2010,"Active",4,"Healthy","None","OLB","Defense"
"Clark Haggans","Arizona Cardinals",2010,"Active",13,"Probable","Groin","OLB","Defense"
"Clark Haggans","Arizona Cardinals",2010,"Active",3,"Probable","Heel","OLB","Defense"
"Clark Haggans","Arizona Cardinals",2010,"Active",16,"Probable","Groin","OLB","Defense"
"Clark Haggans","Arizona Cardinals",2010,"Active",17,"Questionable","Groin","OLB","Defense"
"Clark Haggans","Arizona Cardinals",2010,"Out",9,"Doubtful","Groin","OLB","Defense"
"Clark Haggans","Arizona Cardinals",2010,"Out",8,"Doubtful","Groin","OLB","Defense"
"Clark Haggans","Arizona Cardinals",2010,"Active",7,"Healthy","None","OLB","Defense"
"Dan Williams","Arizona Cardinals",2010,"Active",7,"Healthy","None","DT","Defense"
"Dan Williams","Arizona Cardinals",2010,"Active",12,"Probable","Toe","DT","Defense"
"Dan Williams","Arizona Cardinals",2010,"Active",9,"Healthy","None","DT","Defense"
"Dan Williams","Arizona Cardinals",2010,"Active",14,"Healthy","None","DT","Defense"
"Dan Williams","Arizona Cardinals",2010,"Active",5,"Healthy","None","DT","Defense"
"Dan Williams","Arizona Cardinals",2010,"Active",11,"Probable","Calf","DT","Defense"
"Dan Williams","Arizona Cardinals",2010,"Active",15,"Healthy","None","DT","Defense"
"Dan Williams","Arizona Cardinals",2010,"Active",13,"Probable","Knee","DT","Defense"
"Dan Williams","Arizona Cardinals",2010,"Active",2,"Healthy","None","DT","Defense"
"Dan Williams","Arizona Cardinals",2010,"Active",1,"Healthy","None","DT","Defense"
"Dan Williams","Arizona Cardinals",2010,"Active",17,"Healthy","None","DT","Defense"
"Dan Williams","Arizona Cardinals",2010,"Active",3,"Healthy","None","DT","Defense"
"Dan Williams","Arizona Cardinals",2010,"Active",4,"Healthy","None","DT","Defense"
"Dan Williams","Arizona Cardinals",2010,"Active",16,"Healthy","None","DT","Defense"
"Dan Williams","Arizona Cardinals",2010,"Active",10,"Healthy","None","DT","Defense"
"Dan Williams","Arizona Cardinals",2010,"Active",8,"Probable","Groin","DT","Defense"
"Darnell Dockett","Arizona Cardinals",2010,"Active",9,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2010,"Active",7,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2010,"Active",4,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2010,"Active",1,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2010,"Active",11,"Probable","Shoulder","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2010,"Active",14,"Probable","Shoulder","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2010,"Active",2,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2010,"Active",8,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2010,"Active",16,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2010,"Active",3,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2010,"Out",10,"Out","Shoulder","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2010,"Active",12,"Probable","Shoulder","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2010,"Active",15,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2010,"Active",13,"Probable","Shoulder","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2010,"Active",5,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2010,"Active",17,"Healthy","None","DE","Defense"
"Derek Anderson","Arizona Cardinals",2010,"Active",13,"Healthy","None","QB","Offense"
"Derek Anderson","Arizona Cardinals",2010,"Active",5,"Healthy","None","QB","Offense"
"Derek Anderson","Arizona Cardinals",2010,"Out",14,"Doubtful","Concussion","QB","Offense"
"Derek Anderson","Arizona Cardinals",2010,"Active",7,"Healthy","None","QB","Offense"
"Derek Anderson","Arizona Cardinals",2010,"Active",10,"Healthy","None","QB","Offense"
"Derek Anderson","Arizona Cardinals",2010,"Active",4,"Healthy","None","QB","Offense"
"Derek Anderson","Arizona Cardinals",2010,"Out",16,"Questionable","Concussion","QB","Offense"
"Derek Anderson","Arizona Cardinals",2010,"Active",2,"Healthy","None","QB","Offense"
"Derek Anderson","Arizona Cardinals",2010,"Active",12,"Healthy","None","QB","Offense"
"Derek Anderson","Arizona Cardinals",2010,"Out",17,"Questionable","Concussion","QB","Offense"
"Derek Anderson","Arizona Cardinals",2010,"Out",15,"Doubtful","Concussion","QB","Offense"
"Derek Anderson","Arizona Cardinals",2010,"Active",3,"Healthy","None","QB","Offense"
"Derek Anderson","Arizona Cardinals",2010,"Active",9,"Healthy","None","QB","Offense"
"Derek Anderson","Arizona Cardinals",2010,"Active",1,"Healthy","None","QB","Offense"
"Derek Anderson","Arizona Cardinals",2010,"Active",11,"Healthy","None","QB","Offense"
"Derek Anderson","Arizona Cardinals",2010,"Active",8,"Healthy","None","QB","Offense"
"Dominique Rodgers-Cromartie","Arizona Cardinals",2010,"Active",5,"Healthy","None","CB","Defense"
"Dominique Rodgers-Cromartie","Arizona Cardinals",2010,"Active",2,"Healthy","None","CB","Defense"
"Dominique Rodgers-Cromartie","Arizona Cardinals",2010,"Active",13,"Probable","Shoulder","CB","Defense"
"Dominique Rodgers-Cromartie","Arizona Cardinals",2010,"Active",3,"Healthy","None","CB","Defense"
"Dominique Rodgers-Cromartie","Arizona Cardinals",2010,"Active",7,"Healthy","None","CB","Defense"
"Dominique Rodgers-Cromartie","Arizona Cardinals",2010,"Active",8,"Healthy","None","CB","Defense"
"Dominique Rodgers-Cromartie","Arizona Cardinals",2010,"Active",11,"Healthy","None","CB","Defense"
"Dominique Rodgers-Cromartie","Arizona Cardinals",2010,"Active",10,"Healthy","None","CB","Defense"
"Dominique Rodgers-Cromartie","Arizona Cardinals",2010,"Active",12,"Healthy","None","CB","Defense"
"Dominique Rodgers-Cromartie","Arizona Cardinals",2010,"Active",17,"Healthy","None","CB","Defense"
"Dominique Rodgers-Cromartie","Arizona Cardinals",2010,"Active",14,"Healthy","None","CB","Defense"
"Dominique Rodgers-Cromartie","Arizona Cardinals",2010,"Active",9,"Healthy","None","CB","Defense"
"Dominique Rodgers-Cromartie","Arizona Cardinals",2010,"Active",4,"Healthy","None","CB","Defense"
"Dominique Rodgers-Cromartie","Arizona Cardinals",2010,"Active",1,"Healthy","None","CB","Defense"
"Dominique Rodgers-Cromartie","Arizona Cardinals",2010,"Active",16,"Healthy","None","CB","Defense"
"Dominique Rodgers-Cromartie","Arizona Cardinals",2010,"Active",15,"Healthy","None","CB","Defense"
"Early Doucet","Arizona Cardinals",2010,"Active",7,"Probable","Sports Hernia","WR","Offense"
"Early Doucet","Arizona Cardinals",2010,"Active",9,"Probable","Groin","WR","Offense"
"Early Doucet","Arizona Cardinals",2010,"Active",15,"Healthy","None","WR","Offense"
"Early Doucet","Arizona Cardinals",2010,"Out",4,"Out","Sports Hernia","WR","Offense"
"Early Doucet","Arizona Cardinals",2010,"Out",17,"Injured Reserve","Hip","WR","Offense"
"Early Doucet","Arizona Cardinals",2010,"Active",11,"Healthy","None","WR","Offense"
"Early Doucet","Arizona Cardinals",2010,"Out",3,"Out","Sports Hernia","WR","Offense"
"Early Doucet","Arizona Cardinals",2010,"Active",13,"Healthy","None","WR","Offense"
"Early Doucet","Arizona Cardinals",2010,"Active",8,"Questionable","Groin","WR","Offense"
"Early Doucet","Arizona Cardinals",2010,"Out",5,"Out","Sports Hernia","WR","Offense"
"Early Doucet","Arizona Cardinals",2010,"Active",10,"Healthy","None","WR","Offense"
"Early Doucet","Arizona Cardinals",2010,"Out",2,"Out","Groin","WR","Offense"
"Early Doucet","Arizona Cardinals",2010,"Active",14,"Healthy","None","WR","Offense"
"Early Doucet","Arizona Cardinals",2010,"Active",12,"Probable","Head","WR","Offense"
"Early Doucet","Arizona Cardinals",2010,"Active",1,"Healthy","None","WR","Offense"
"Early Doucet","Arizona Cardinals",2010,"Out",16,"Injured Reserve","Hip","WR","Offense"
"Gerald Hayes","Arizona Cardinals",2010,"Active",16,"Healthy","None","ILB","Defense"
"Gerald Hayes","Arizona Cardinals",2010,"Out",4,"Physically Unable to Perform","Back","ILB","Defense"
"Gerald Hayes","Arizona Cardinals",2010,"Active",15,"Healthy","None","ILB","Defense"
"Gerald Hayes","Arizona Cardinals",2010,"Out",3,"Physically Unable to Perform","Back","ILB","Defense"
"Gerald Hayes","Arizona Cardinals",2010,"Active",12,"Healthy","None","ILB","Defense"
"Gerald Hayes","Arizona Cardinals",2010,"Out",2,"Physically Unable to Perform","Back","ILB","Defense"
"Gerald Hayes","Arizona Cardinals",2010,"Active",14,"Healthy","None","ILB","Defense"
"Gerald Hayes","Arizona Cardinals",2010,"Active",11,"Healthy","None","ILB","Defense"
"Gerald Hayes","Arizona Cardinals",2010,"Active",13,"Healthy","None","ILB","Defense"
"Gerald Hayes","Arizona Cardinals",2010,"Out",1,"Physically Unable to Perform","Back","ILB","Defense"
"Gerald Hayes","Arizona Cardinals",2010,"Active",9,"Healthy","None","ILB","Defense"
"Gerald Hayes","Arizona Cardinals",2010,"Active",10,"Healthy","None","ILB","Defense"
"Gerald Hayes","Arizona Cardinals",2010,"Out",7,"Physically Unable to Perform","Back","ILB","Defense"
"Gerald Hayes","Arizona Cardinals",2010,"Active",17,"Healthy","None","ILB","Defense"
"Gerald Hayes","Arizona Cardinals",2010,"Out",5,"Physically Unable to Perform","Back","ILB","Defense"
"Gerald Hayes","Arizona Cardinals",2010,"Active",8,"Healthy","None","ILB","Defense"
"Greg Toler","Arizona Cardinals",2010,"Active",16,"Healthy","None","CB","Defense"
"Greg Toler","Arizona Cardinals",2010,"Active",1,"Healthy","None","CB","Defense"
"Greg Toler","Arizona Cardinals",2010,"Out",11,"Out","Foot","CB","Defense"
"Greg Toler","Arizona Cardinals",2010,"Active",14,"Probable","Foot","CB","Defense"
"Greg Toler","Arizona Cardinals",2010,"Active",2,"Healthy","None","CB","Defense"
"Greg Toler","Arizona Cardinals",2010,"Active",17,"Healthy","None","CB","Defense"
"Greg Toler","Arizona Cardinals",2010,"Out",12,"Out","Foot","CB","Defense"
"Greg Toler","Arizona Cardinals",2010,"Active",13,"Probable","Foot","CB","Defense"
"Greg Toler","Arizona Cardinals",2010,"Active",5,"Healthy","None","CB","Defense"
"Greg Toler","Arizona Cardinals",2010,"Active",9,"Healthy","None","CB","Defense"
"Greg Toler","Arizona Cardinals",2010,"Active",10,"Healthy","None","CB","Defense"
"Greg Toler","Arizona Cardinals",2010,"Active",8,"Probable","Back","CB","Defense"
"Greg Toler","Arizona Cardinals",2010,"Active",4,"Healthy","None","CB","Defense"
"Greg Toler","Arizona Cardinals",2010,"Active",3,"Healthy","None","CB","Defense"
"Greg Toler","Arizona Cardinals",2010,"Active",7,"Healthy","None","CB","Defense"
"Greg Toler","Arizona Cardinals",2010,"Active",15,"Healthy","None","CB","Defense"
"Hamza Abdullah","Arizona Cardinals",2010,"Out",3,"Out","Hamstring","DB","Defense"
"Hamza Abdullah","Arizona Cardinals",2010,"Active",5,"Healthy","None","DB","Defense"
"Hamza Abdullah","Arizona Cardinals",2010,"Active",4,"Healthy","None","DB","Defense"
"Hamza Abdullah","Arizona Cardinals",2010,"Active",13,"Healthy","None","DB","Defense"
"Hamza Abdullah","Arizona Cardinals",2010,"Active",15,"Healthy","None","DB","Defense"
"Hamza Abdullah","Arizona Cardinals",2010,"Active",11,"Healthy","None","DB","Defense"
"Hamza Abdullah","Arizona Cardinals",2010,"Active",10,"Healthy","None","DB","Defense"
"Hamza Abdullah","Arizona Cardinals",2010,"Active",7,"Healthy","None","DB","Defense"
"Hamza Abdullah","Arizona Cardinals",2010,"Active",17,"Healthy","None","DB","Defense"
"Hamza Abdullah","Arizona Cardinals",2010,"Active",1,"Healthy","None","DB","Defense"
"Hamza Abdullah","Arizona Cardinals",2010,"Active",8,"Healthy","None","DB","Defense"
"Hamza Abdullah","Arizona Cardinals",2010,"Active",16,"Healthy","None","DB","Defense"
"Hamza Abdullah","Arizona Cardinals",2010,"Active",9,"Healthy","None","DB","Defense"
"Hamza Abdullah","Arizona Cardinals",2010,"Active",12,"Healthy","None","DB","Defense"
"Hamza Abdullah","Arizona Cardinals",2010,"Active",14,"Healthy","None","DB","Defense"
"Hamza Abdullah","Arizona Cardinals",2010,"Out",2,"Out","Hamstring","DB","Defense"
"Jason Wright","Arizona Cardinals",2010,"Active",2,"Probable","Toe","RB","Offense"
"Jason Wright","Arizona Cardinals",2010,"Active",12,"Healthy","None","RB","Offense"
"Jason Wright","Arizona Cardinals",2010,"Active",7,"Healthy","None","RB","Offense"
"Jason Wright","Arizona Cardinals",2010,"Active",10,"Healthy","None","RB","Offense"
"Jason Wright","Arizona Cardinals",2010,"Active",15,"Healthy","None","RB","Offense"
"Jason Wright","Arizona Cardinals",2010,"Active",4,"Healthy","None","RB","Offense"
"Jason Wright","Arizona Cardinals",2010,"Active",13,"Healthy","None","RB","Offense"
"Jason Wright","Arizona Cardinals",2010,"Active",1,"Probable","Toe","RB","Offense"
"Jason Wright","Arizona Cardinals",2010,"Active",14,"Healthy","None","RB","Offense"
"Jason Wright","Arizona Cardinals",2010,"Active",16,"Healthy","None","RB","Offense"
"Jason Wright","Arizona Cardinals",2010,"Active",3,"Healthy","None","RB","Offense"
"Jason Wright","Arizona Cardinals",2010,"Out",11,"Probable","Head","RB","Offense"
"Jason Wright","Arizona Cardinals",2010,"Active",9,"Healthy","None","RB","Offense"
"Jason Wright","Arizona Cardinals",2010,"Active",5,"Healthy","None","RB","Offense"
"Jason Wright","Arizona Cardinals",2010,"Active",8,"Healthy","None","RB","Offense"
"Jason Wright","Arizona Cardinals",2010,"Active",17,"Healthy","None","RB","Offense"
"Jay Feely","Arizona Cardinals",2010,"Active",15,"Probable","Right Groin","K","Special Teams"
"Jay Feely","Arizona Cardinals",2010,"Active",17,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2010,"Active",3,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2010,"Active",1,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2010,"Active",10,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2010,"Active",11,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2010,"Active",2,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2010,"Active",8,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2010,"Active",5,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2010,"Active",16,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2010,"Active",12,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2010,"Active",9,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2010,"Active",13,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2010,"Active",4,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2010,"Active",14,"Probable","Right Groin","K","Special Teams"
"Jay Feely","Arizona Cardinals",2010,"Active",7,"Healthy","None","K","Special Teams"
"Joey Porter","Arizona Cardinals",2010,"Active",3,"Healthy","None","OLB","Defense"
"Joey Porter","Arizona Cardinals",2010,"Active",1,"Probable","Back","OLB","Defense"
"Joey Porter","Arizona Cardinals",2010,"Out",16,"Questionable","Tricep","OLB","Defense"
"Joey Porter","Arizona Cardinals",2010,"Active",7,"Healthy","None","OLB","Defense"
"Joey Porter","Arizona Cardinals",2010,"Active",11,"Healthy","None","OLB","Defense"
"Joey Porter","Arizona Cardinals",2010,"Active",9,"Healthy","None","OLB","Defense"
"Joey Porter","Arizona Cardinals",2010,"Active",8,"Probable","Groin","OLB","Defense"
"Joey Porter","Arizona Cardinals",2010,"Active",4,"Healthy","None","OLB","Defense"
"Joey Porter","Arizona Cardinals",2010,"Out",17,"Doubtful","Triceps","OLB","Defense"
"Joey Porter","Arizona Cardinals",2010,"Active",15,"Probable","Knee","OLB","Defense"
"Joey Porter","Arizona Cardinals",2010,"Active",10,"Probable","Knee","OLB","Defense"
"Joey Porter","Arizona Cardinals",2010,"Active",13,"Healthy","None","OLB","Defense"
"Joey Porter","Arizona Cardinals",2010,"Active",14,"Probable","Knee","OLB","Defense"
"Joey Porter","Arizona Cardinals",2010,"Active",12,"Healthy","None","OLB","Defense"
"Joey Porter","Arizona Cardinals",2010,"Active",2,"Healthy","None","OLB","Defense"
"Joey Porter","Arizona Cardinals",2010,"Active",5,"Healthy","None","OLB","Defense"
"Kenny Iwebema","Arizona Cardinals",2010,"Out",17,"Injured Reserve","Knee","DE","Defense"
"Kenny Iwebema","Arizona Cardinals",2010,"Out",13,"Injured Reserve","Knee","DE","Defense"
"Kenny Iwebema","Arizona Cardinals",2010,"Out",15,"Injured Reserve","Knee","DE","Defense"
"Kenny Iwebema","Arizona Cardinals",2010,"Out",11,"Injured Reserve","Knee","DE","Defense"
