"Names","Team","Season","Active_Inactive","Week","Game_Designation","Injury_Type","Position","Side of Ball"
"Alameda Ta'amu","Arizona Cardinals",2014,"Active",6,"Healthy","None","NT","Defense"
"Alameda Ta'amu","Arizona Cardinals",2014,"Active",2,"Healthy","None","NT","Defense"
"Alameda Ta'amu","Arizona Cardinals",2014,"Active",1,"Healthy","None","NT","Defense"
"Alameda Ta'amu","Arizona Cardinals",2014,"Active",9,"Healthy","None","NT","Defense"
"Alameda Ta'amu","Arizona Cardinals",2014,"Active",14,"Healthy","None","NT","Defense"
"Alameda Ta'amu","Arizona Cardinals",2014,"Active",15,"Healthy","None","NT","Defense"
"Alameda Ta'amu","Arizona Cardinals",2014,"Active",13,"Healthy","None","NT","Defense"
"Alameda Ta'amu","Arizona Cardinals",2014,"Active",3,"Healthy","None","NT","Defense"
"Alameda Ta'amu","Arizona Cardinals",2014,"Active",10,"Healthy","None","NT","Defense"
"Alameda Ta'amu","Arizona Cardinals",2014,"Active",18,"Healthy","None","NT","Defense"
"Alameda Ta'amu","Arizona Cardinals",2014,"Active",17,"Healthy","None","NT","Defense"
"Alameda Ta'amu","Arizona Cardinals",2014,"Active",8,"Healthy","None","NT","Defense"
"Alameda Ta'amu","Arizona Cardinals",2014,"Active",16,"Healthy","None","NT","Defense"
"Alameda Ta'amu","Arizona Cardinals",2014,"Active",7,"Questionable","Illness","NT","Defense"
"Alameda Ta'amu","Arizona Cardinals",2014,"Active",5,"Healthy","None","NT","Defense"
"Alameda Ta'amu","Arizona Cardinals",2014,"Active",11,"Healthy","None","NT","Defense"
"Alameda Ta'amu","Arizona Cardinals",2014,"Active",12,"Healthy","None","NT","Defense"
"Alex Okafor","Arizona Cardinals",2014,"Out",1,"Out","Thigh","OLB","Defense"
"Alex Okafor","Arizona Cardinals",2014,"Active",16,"Healthy","None","OLB","Defense"
"Alex Okafor","Arizona Cardinals",2014,"Active",10,"Healthy","None","OLB","Defense"
"Alex Okafor","Arizona Cardinals",2014,"Active",14,"Healthy","None","OLB","Defense"
"Alex Okafor","Arizona Cardinals",2014,"Active",7,"Probable","Quadricep","OLB","Defense"
"Alex Okafor","Arizona Cardinals",2014,"Active",9,"Healthy","None","OLB","Defense"
"Alex Okafor","Arizona Cardinals",2014,"Out",2,"Out","Thigh","OLB","Defense"
"Alex Okafor","Arizona Cardinals",2014,"Active",6,"Healthy","None","OLB","Defense"
"Alex Okafor","Arizona Cardinals",2014,"Active",18,"Healthy","None","OLB","Defense"
"Alex Okafor","Arizona Cardinals",2014,"Active",8,"Healthy","None","OLB","Defense"
"Alex Okafor","Arizona Cardinals",2014,"Out",3,"Out","Thigh","OLB","Defense"
"Alex Okafor","Arizona Cardinals",2014,"Active",5,"Probable","Thigh","OLB","Defense"
"Alex Okafor","Arizona Cardinals",2014,"Active",13,"Healthy","None","OLB","Defense"
"Alex Okafor","Arizona Cardinals",2014,"Active",15,"Healthy","None","OLB","Defense"
"Alex Okafor","Arizona Cardinals",2014,"Active",12,"Healthy","None","OLB","Defense"
"Alex Okafor","Arizona Cardinals",2014,"Active",17,"Healthy","None","OLB","Defense"
"Alex Okafor","Arizona Cardinals",2014,"Active",11,"Healthy","None","OLB","Defense"
