"Names","Team","Season","Active_Inactive","Week","Game_Designation","Injury_Type"
"Sean Weatherspoon","Arizona Cardinals","2015","Active",1,"Healthy","None"
"LaMarr Woodley","Arizona Cardinals","2015","Active",1,"Healthy","None"
"Justin Bethel","Arizona Cardinals","2015","Active",2,"Healthy","None"
"John Brown","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Deone Bucannon","Arizona Cardinals","2015","Active",2,"Questionable"," Groin"
"Calais Campbell","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Gerald Christian","Arizona Cardinals","2015","Out",2,"Injured Reserve"," Knee"
"Chris Clemons","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Jonathan Cooper","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Kenny Demens","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Andre Ellington","Arizona Cardinals","2015","Out",2,"Out"," Knee"
"Darren Fells","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Michael Floyd ","Arizona Cardinals","2015","Active",2,"Probable"," Hand"
"Dwight Freeney","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Alani Fua","Arizona Cardinals","2015","Active",2,"Healthy","None"
"John Fullington","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Brittan Golden","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Markus Golden","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Jermaine Gresham","Arizona Cardinals","2015","Active",2,"Probable"," Hamstring"
"Mike Iupati","Arizona Cardinals","2015","Out",2,"Out"," Knee"
"Tony Jefferson","Arizona Cardinals","2015","Active",2,"Questionable"," Hamstring"
"Chris Johnson ","Arizona Cardinals","2015","Active",2,"Healthy","None"
"David Johnson","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Rashad Johnson","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Mike Leach","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Tyrann Mathieu","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Josh Mauro","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Ifeanyi Momah","Arizona Cardinals","2015","Out",2,"Injured Reserve"," Knee"
"JJ Nelson","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Troy Niklas","Arizona Cardinals","2015","Active",2,"Probable"," Hamstring"
"Alex Okafor","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Carson Palmer","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Brandon Person","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Corey Peters","Arizona Cardinals","2015","Out",2,"Injured Reserve"," Achilles"
"Patrick Peterson","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Damond Powell","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Jerraud Powers","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Cory Redding","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Frostee Rucker","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Lyle Sendlein","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Ed Stinson ","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Stepfan Taylor","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Jared Veldheer","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Zack Wagenmann","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Earl Watford","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Sean Weatherspoon","Arizona Cardinals","2015","Active",2,"Healthy","None"
"LaMarr Woodley","Arizona Cardinals","2015","Active",2,"Healthy","None"
"Justin Bethel","Arizona Cardinals","2015","Active",3,"Healthy","None"
"John Brown","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Deone Bucannon","Arizona Cardinals","2015","Active",3,"Probable"," Groin"
"Calais Campbell","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Gerald Christian","Arizona Cardinals","2015","Out",3,"Injured Reserve"," Knee"
"Chris Clemons","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Jonathan Cooper","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Kenny Demens","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Andre Ellington","Arizona Cardinals","2015","Out",3,"Doubtful"," Knee"
"Darren Fells","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Michael Floyd ","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Dwight Freeney","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Alani Fua","Arizona Cardinals","2015","Active",3,"Healthy","None"
"John Fullington","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Brittan Golden","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Markus Golden","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Jermaine Gresham","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Mike Iupati","Arizona Cardinals","2015","Out",3,"Questionable"," Knee"
"Tony Jefferson","Arizona Cardinals","2015","Active",3,"Probable"," Hamstring"
"Chris Johnson ","Arizona Cardinals","2015","Active",3,"Healthy","None"
"David Johnson","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Rashad Johnson","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Mike Leach","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Tyrann Mathieu","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Josh Mauro","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Ifeanyi Momah","Arizona Cardinals","2015","Out",3,"Injured Reserve"," Knee"
"JJ Nelson","Arizona Cardinals","2015","Out",3,"Out"," Shoulder"
"Troy Niklas","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Alex Okafor","Arizona Cardinals","2015","Active",3,"Probable"," Shoulder"
"Carson Palmer","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Brandon Person","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Corey Peters","Arizona Cardinals","2015","Out",3,"Injured Reserve"," Achilles"
"Patrick Peterson","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Damond Powell","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Jerraud Powers","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Cory Redding","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Frostee Rucker","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Lyle Sendlein","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Ed Stinson ","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Stepfan Taylor","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Jared Veldheer","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Zack Wagenmann","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Earl Watford","Arizona Cardinals","2015","Active",3,"Healthy","None"
"Sean Weatherspoon","Arizona Cardinals","2015","Active",3,"Healthy","None"
"LaMarr Woodley","Arizona Cardinals","2015","Active",3,"Probable"," Shoulder"
"Justin Bethel","Arizona Cardinals","2015","Active",4,"Healthy","None"
"John Brown","Arizona Cardinals","2015","Active",4,"Probable"," Shoulder"
"Deone Bucannon","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Calais Campbell","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Gerald Christian","Arizona Cardinals","2015","Out",4,"Injured Reserve"," Knee"
"Chris Clemons","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Jonathan Cooper","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Kenny Demens","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Andre Ellington","Arizona Cardinals","2015","Out",4,"Questionable"," Knee"
"Darren Fells","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Michael Floyd ","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Dwight Freeney","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Alani Fua","Arizona Cardinals","2015","Active",4,"Healthy","None"
"John Fullington","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Brittan Golden","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Markus Golden","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Jermaine Gresham","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Mike Iupati","Arizona Cardinals","2015","Active",4,"Probable"," Knee"
"Tony Jefferson","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Chris Johnson ","Arizona Cardinals","2015","Active",4,"Healthy","None"
"David Johnson","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Rashad Johnson","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Mike Leach","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Tyrann Mathieu","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Josh Mauro","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Ifeanyi Momah","Arizona Cardinals","2015","Out",4,"Injured Reserve"," Knee"
"JJ Nelson","Arizona Cardinals","2015","Out",4,"Out"," Shoulder"
"Troy Niklas","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Alex Okafor","Arizona Cardinals","2015","Active",4,"Probable"," Shoulder"
"Carson Palmer","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Brandon Person","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Corey Peters","Arizona Cardinals","2015","Out",4,"Injured Reserve"," Achilles"
"Patrick Peterson","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Damond Powell","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Jerraud Powers","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Cory Redding","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Frostee Rucker","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Lyle Sendlein","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Ed Stinson ","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Stepfan Taylor","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Jared Veldheer","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Zack Wagenmann","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Earl Watford","Arizona Cardinals","2015","Active",4,"Healthy","None"
"Sean Weatherspoon","Arizona Cardinals","2015","Active",4,"Healthy","None"
"LaMarr Woodley","Arizona Cardinals","2015","Active",4,"Probable"," Quadricep"
"Justin Bethel","Arizona Cardinals","2015","Active",5,"Probable"," Foot"
"John Brown","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Deone Bucannon","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Calais Campbell","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Gerald Christian","Arizona Cardinals","2015","Out",5,"Injured Reserve"," Knee"
"Chris Clemons","Arizona Cardinals","2015","Active",5,"Probable"," Hamstring"
"Jonathan Cooper","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Kenny Demens","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Andre Ellington","Arizona Cardinals","2015","Active",5,"Probable"," Knee"
"Darren Fells","Arizona Cardinals","2015","Active",5,"Questionable"," Hip"
"Larry Fitzgerald","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Michael Floyd ","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Dwight Freeney","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Alani Fua","Arizona Cardinals","2015","Active",5,"Probable"," Hamstring"
"John Fullington","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Brittan Golden","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Markus Golden","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Jermaine Gresham","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Mike Iupati","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Tony Jefferson","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Chris Johnson ","Arizona Cardinals","2015","Active",5,"Healthy","None"
"David Johnson","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Rashad Johnson","Arizona Cardinals","2015","Active",5,"Probable"," Hip"
"Mike Leach","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Tyrann Mathieu","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Josh Mauro","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Ifeanyi Momah","Arizona Cardinals","2015","Out",5,"Injured Reserve"," Knee"
"JJ Nelson","Arizona Cardinals","2015","Out",5,"Questionable"," Shoulder"
"Troy Niklas","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Alex Okafor","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Carson Palmer","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Brandon Person","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Corey Peters","Arizona Cardinals","2015","Out",5,"Injured Reserve"," Achilles"
"Patrick Peterson","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Damond Powell","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Jerraud Powers","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Cory Redding","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Frostee Rucker","Arizona Cardinals","2015","Active",5,"Probable"," Thigh"
"Lyle Sendlein","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Ed Stinson ","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Stepfan Taylor","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Jared Veldheer","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Zack Wagenmann","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Earl Watford","Arizona Cardinals","2015","Active",5,"Healthy","None"
"Sean Weatherspoon","Arizona Cardinals","2015","Active",5,"Healthy","None"
"LaMarr Woodley","Arizona Cardinals","2015","Active",5,"Probable"," Thigh"
"Justin Bethel","Arizona Cardinals","2015","Active",6,"Probable"," Foot"
"John Brown","Arizona Cardinals","2015","Active",6,"Probable"," Hamstring"
"Deone Bucannon","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Calais Campbell","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Gerald Christian","Arizona Cardinals","2015","Out",6,"Injured Reserve"," Knee"
"Chris Clemons","Arizona Cardinals","2015","Out",6,"Injured Reserve"," Hamstring"
"Jonathan Cooper","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Kenny Demens","Arizona Cardinals","2015","Out",6,"Injured Reserve"," Knee"
"Andre Ellington","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Darren Fells","Arizona Cardinals","2015","Active",6,"Probable"," Hip"
"Larry Fitzgerald","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Michael Floyd ","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Dwight Freeney","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Alani Fua","Arizona Cardinals","2015","Active",6,"Healthy","None"
"John Fullington","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Brittan Golden","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Markus Golden","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Jermaine Gresham","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Mike Iupati","Arizona Cardinals","2015","Active",6,"Questionable"," Back"
"Tony Jefferson","Arizona Cardinals","2015","Active",6,"Probable"," Neck"
"Chris Johnson ","Arizona Cardinals","2015","Active",6,"Healthy","None"
"David Johnson","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Rashad Johnson","Arizona Cardinals","2015","Active",6,"Questionable"," Thigh"
"Mike Leach","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Tyrann Mathieu","Arizona Cardinals","2015","Active",6,"Probable"," Heel"
"Josh Mauro","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Ifeanyi Momah","Arizona Cardinals","2015","Out",6,"Injured Reserve"," Knee"
"JJ Nelson","Arizona Cardinals","2015","Out",6,"Probable"," Shoulder"
"Troy Niklas","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Alex Okafor","Arizona Cardinals","2015","Out",6,"Out"," Calf"
"Carson Palmer","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Brandon Person","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Corey Peters","Arizona Cardinals","2015","Out",6,"Injured Reserve"," Achilles"
"Patrick Peterson","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Damond Powell","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Jerraud Powers","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Cory Redding","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Frostee Rucker","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Lyle Sendlein","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Ed Stinson ","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Stepfan Taylor","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Jared Veldheer","Arizona Cardinals","2015","Active",6,"Probable"," Ribs"
"Zack Wagenmann","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Earl Watford","Arizona Cardinals","2015","Active",6,"Healthy","None"
"Sean Weatherspoon","Arizona Cardinals","2015","Active",6,"Healthy","None"
"LaMarr Woodley","Arizona Cardinals","2015","Active",6,"Questionable"," Chest"
"Justin Bethel","Arizona Cardinals","2015","Active",7,"Probable"," Foot"
"John Brown","Arizona Cardinals","2015","Active",7,"Questionable"," Hamstring"
"Deone Bucannon","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Calais Campbell","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Gerald Christian","Arizona Cardinals","2015","Out",7,"Injured Reserve"," Knee"
"Chris Clemons","Arizona Cardinals","2015","Out",7,"Injured Reserve"," Hamstring"
"Jonathan Cooper","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Kenny Demens","Arizona Cardinals","2015","Out",7,"Injured Reserve"," Knee"
"Andre Ellington","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Darren Fells","Arizona Cardinals","2015","Out",7,"Out"," Shoulder"
"Larry Fitzgerald","Arizona Cardinals","2015","Active",7,"Probable"," Notinjuryrelated"
"Michael Floyd ","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Dwight Freeney","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Alani Fua","Arizona Cardinals","2015","Active",7,"Healthy","None"
"John Fullington","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Brittan Golden","Arizona Cardinals","2015","Active",7,"Probable"," Groin"
"Markus Golden","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Jermaine Gresham","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Mike Iupati","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Tony Jefferson","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Chris Johnson ","Arizona Cardinals","2015","Active",7,"Healthy","None"
"David Johnson","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Rashad Johnson","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Mike Leach","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Tyrann Mathieu","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Josh Mauro","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Ifeanyi Momah","Arizona Cardinals","2015","Out",7,"Injured Reserve"," Knee"
"JJ Nelson","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Troy Niklas","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Alex Okafor","Arizona Cardinals","2015","Out",7,"Out"," Calf"
"Carson Palmer","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Brandon Person","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Corey Peters","Arizona Cardinals","2015","Out",7,"Injured Reserve"," Achilles"
"Patrick Peterson","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Damond Powell","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Jerraud Powers","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Cory Redding","Arizona Cardinals","2015","Active",7,"Probable"," Shoulder"
"Frostee Rucker","Arizona Cardinals","2015","Active",7,"Probable"," Foot"
"Lyle Sendlein","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Ed Stinson ","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Stepfan Taylor","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Jared Veldheer","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Zack Wagenmann","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Earl Watford","Arizona Cardinals","2015","Active",7,"Healthy","None"
"Sean Weatherspoon","Arizona Cardinals","2015","Active",7,"Healthy","None"
"LaMarr Woodley","Arizona Cardinals","2015","Active",7,"Probable"," Chest"
"Justin Bethel","Arizona Cardinals","2015","Active",8,"Probable"," Foot"
"John Brown","Arizona Cardinals","2015","Out",8,"Questionable"," Hamstring"
"Deone Bucannon","Arizona Cardinals","2015","Active",8,"Probable"," Elbow"
"Calais Campbell","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Gerald Christian","Arizona Cardinals","2015","Out",8,"Injured Reserve"," Knee"
"Chris Clemons","Arizona Cardinals","2015","Out",8,"Injured Reserve"," Hamstring"
"Jonathan Cooper","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Kenny Demens","Arizona Cardinals","2015","Out",8,"Injured Reserve"," Knee"
"Andre Ellington","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Darren Fells","Arizona Cardinals","2015","Out",8,"Out"," Shoulder"
"Larry Fitzgerald","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Michael Floyd ","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Dwight Freeney","Arizona Cardinals","2015","Active",8,"Probable"," Finger"
"Alani Fua","Arizona Cardinals","2015","Active",8,"Healthy","None"
"John Fullington","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Brittan Golden","Arizona Cardinals","2015","Active",8,"Questionable"," Groin"
"Markus Golden","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Jermaine Gresham","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Mike Iupati","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Tony Jefferson","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Chris Johnson ","Arizona Cardinals","2015","Active",8,"Healthy","None"
"David Johnson","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Rashad Johnson","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Mike Leach","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Tyrann Mathieu","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Josh Mauro","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Ifeanyi Momah","Arizona Cardinals","2015","Out",8,"Injured Reserve"," Knee"
"JJ Nelson","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Troy Niklas","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Alex Okafor","Arizona Cardinals","2015","Out",8,"Out"," Calf"
"Carson Palmer","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Brandon Person","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Corey Peters","Arizona Cardinals","2015","Out",8,"Injured Reserve"," Achilles"
"Patrick Peterson","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Damond Powell","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Jerraud Powers","Arizona Cardinals","2015","Out",8,"Questionable"," Hamstring"
"Cory Redding","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Frostee Rucker","Arizona Cardinals","2015","Active",8,"Probable"," Quadricep"
"Lyle Sendlein","Arizona Cardinals","2015","Active",8,"Probable"," Ankle"
"Ed Stinson ","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Stepfan Taylor","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Jared Veldheer","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Zack Wagenmann","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Earl Watford","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Sean Weatherspoon","Arizona Cardinals","2015","Active",8,"Healthy","None"
"LaMarr Woodley","Arizona Cardinals","2015","Active",8,"Healthy","None"
"Justin Bethel","Arizona Cardinals","2015","Active",10,"Healthy","None"
"John Brown","Arizona Cardinals","2015","Active",10,"Questionable"," Hamstring"
"Deone Bucannon","Arizona Cardinals","2015","Active",10,"Healthy","None"
