"Names","Team","Season","Active_Inactive","Week","Game_Designation","Injury_Type","Position","Side of Ball"
"Alfonso Smith","Arizona Cardinals",2012,"Active",15,"Healthy","None","RB","Offense"
"Alfonso Smith","Arizona Cardinals",2012,"Active",3,"Healthy","None","RB","Offense"
"Alfonso Smith","Arizona Cardinals",2012,"Active",14,"Healthy","None","RB","Offense"
"Alfonso Smith","Arizona Cardinals",2012,"Active",2,"Healthy","None","RB","Offense"
"Andre Roberts","Arizona Cardinals",2012,"Out",13,"Questionable"," Ankle","WR","Offense"
"Andre Roberts","Arizona Cardinals",2012,"Active",2,"Healthy","None","WR","Offense"
"Andre Roberts","Arizona Cardinals",2012,"Active",16,"Healthy","None","WR","Offense"
"Andre Roberts","Arizona Cardinals",2012,"Active",17,"Healthy","None","WR","Offense"
"Andre Roberts","Arizona Cardinals",2012,"Active",12,"Healthy","None","WR","Offense"
"Andre Roberts","Arizona Cardinals",2012,"Active",6,"Healthy","None","WR","Offense"
"Andre Roberts","Arizona Cardinals",2012,"Active",5,"Healthy","None","WR","Offense"
"Andre Roberts","Arizona Cardinals",2012,"Active",14,"Questionable"," Ankle","WR","Offense"
"Andre Roberts","Arizona Cardinals",2012,"Active",11,"Healthy","None","WR","Offense"
"Andre Roberts","Arizona Cardinals",2012,"Active",4,"Healthy","None","WR","Offense"
"Andre Roberts","Arizona Cardinals",2012,"Active",7,"Healthy","None","WR","Offense"
"Andre Roberts","Arizona Cardinals",2012,"Active",15,"Probable"," Ankle","WR","Offense"
"Andre Roberts","Arizona Cardinals",2012,"Active",1,"Probable"," Ankle","WR","Offense"
"Andre Roberts","Arizona Cardinals",2012,"Active",9,"Healthy","None","WR","Offense"
"Andre Roberts","Arizona Cardinals",2012,"Active",8,"Healthy","None","WR","Offense"
"Andre Roberts","Arizona Cardinals",2012,"Active",3,"Healthy","None","WR","Offense"
"Anthony Sherman","Arizona Cardinals",2012,"Out",17,"Questionable"," Knee","FB","Offense"
"Anthony Sherman","Arizona Cardinals",2012,"Active",13,"Healthy","None","FB","Offense"
"Anthony Sherman","Arizona Cardinals",2012,"Active",15,"Healthy","None","FB","Offense"
"Anthony Sherman","Arizona Cardinals",2012,"Active",4,"Questionable"," Hamsting","FB","Offense"
"Anthony Sherman","Arizona Cardinals",2012,"Active",16,"Questionable"," Knee","FB","Offense"
"Anthony Sherman","Arizona Cardinals",2012,"Active",6,"Doubtful"," Knee","FB","Offense"
"Anthony Sherman","Arizona Cardinals",2012,"Active",2,"Healthy","None","FB","Offense"
"Anthony Sherman","Arizona Cardinals",2012,"Active",11,"Healthy","None","FB","Offense"
"Anthony Sherman","Arizona Cardinals",2012,"Active",1,"Healthy","None","FB","Offense"
"Anthony Sherman","Arizona Cardinals",2012,"Out",7,"Doubtful"," Knee","FB","Offense"
"Anthony Sherman","Arizona Cardinals",2012,"Active",3,"Healthy","None","FB","Offense"
"Anthony Sherman","Arizona Cardinals",2012,"Active",5,"Probable"," Hamstring","FB","Offense"
"Anthony Sherman","Arizona Cardinals",2012,"Active",14,"Healthy","None","FB","Offense"
"Anthony Sherman","Arizona Cardinals",2012,"Active",9,"Probable"," Knee","FB","Offense"
"Anthony Sherman","Arizona Cardinals",2012,"Active",8,"Questionable"," Knee","FB","Offense"
"Anthony Sherman","Arizona Cardinals",2012,"Active",12,"Healthy","None","FB","Offense"
"Beanie Wells","Arizona Cardinals",2012,"Out",7,"Injured Reserve"," Toe","RB","Offense"
"Beanie Wells","Arizona Cardinals",2012,"Active",3,"Probable"," Knee","RB","Offense"
"Beanie Wells","Arizona Cardinals",2012,"Out",8,"Injured Reserve"," Toe","RB","Offense"
"Beanie Wells","Arizona Cardinals",2012,"Active",12,"Probable"," Toe","RB","Offense"
"Beanie Wells","Arizona Cardinals",2012,"Out",6,"Injured Reserve"," Toe","RB","Offense"
"Beanie Wells","Arizona Cardinals",2012,"Out",11,"Injured Reserve"," Toe","RB","Offense"
"Beanie Wells","Arizona Cardinals",2012,"Out",9,"Injured Reserve"," Toe","RB","Offense"
"Beanie Wells","Arizona Cardinals",2012,"Active",13,"Probable"," Knee","RB","Offense"
"Beanie Wells","Arizona Cardinals",2012,"Out",5,"Injured Reserve"," Toe","RB","Offense"
"Beanie Wells","Arizona Cardinals",2012,"Active",16,"Healthy","None","RB","Offense"
"Beanie Wells","Arizona Cardinals",2012,"Out",4,"Injured Reserve"," Toe","RB","Offense"
"Beanie Wells","Arizona Cardinals",2012,"Active",17,"Healthy","None","RB","Offense"
"Beanie Wells","Arizona Cardinals",2012,"Active",15,"Probable"," Rb","RB","Offense"
"Beanie Wells","Arizona Cardinals",2012,"Active",1,"Questionable"," Hamstring","RB","Offense"
"Beanie Wells","Arizona Cardinals",2012,"Active",14,"Questionable"," Knee","RB","Offense"
"Beanie Wells","Arizona Cardinals",2012,"Active",2,"Probable"," Knee","RB","Offense"
"Calais Campbell","Arizona Cardinals",2012,"Active",9,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2012,"Active",4,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2012,"Active",14,"Questionable"," Calf","DE","Defense"
"Calais Campbell","Arizona Cardinals",2012,"Out",12,"Probable"," Calf","DE","Defense"
"Calais Campbell","Arizona Cardinals",2012,"Active",1,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2012,"Active",17,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2012,"Active",5,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2012,"Active",6,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2012,"Active",15,"Questionable"," Calf","DE","Defense"
"Calais Campbell","Arizona Cardinals",2012,"Active",3,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2012,"Active",8,"Probable"," Quadricep","DE","Defense"
"Calais Campbell","Arizona Cardinals",2012,"Out",13,"Questionable"," Calf","DE","Defense"
"Calais Campbell","Arizona Cardinals",2012,"Active",2,"Healthy","None","DE","Defense"
"Calais Campbell","Arizona Cardinals",2012,"Active",16,"Probable"," Calf","DE","Defense"
"Calais Campbell","Arizona Cardinals",2012,"Out",11,"Out"," Calf","DE","Defense"
"Calais Campbell","Arizona Cardinals",2012,"Active",7,"Healthy","None","DE","Defense"
"D'Anthony Batiste","Arizona Cardinals",2012,"Active",13,"Healthy","None","T","Offense"
"D'Anthony Batiste","Arizona Cardinals",2012,"Active",11,"Healthy","None","T","Offense"
"D'Anthony Batiste","Arizona Cardinals",2012,"Active",16,"Healthy","None","T","Offense"
"D'Anthony Batiste","Arizona Cardinals",2012,"Active",3,"Healthy","None","T","Offense"
"D'Anthony Batiste","Arizona Cardinals",2012,"Active",1,"Healthy","None","T","Offense"
"D'Anthony Batiste","Arizona Cardinals",2012,"Active",9,"Probable"," Toe","T","Offense"
"D'Anthony Batiste","Arizona Cardinals",2012,"Active",14,"Healthy","None","T","Offense"
"D'Anthony Batiste","Arizona Cardinals",2012,"Active",17,"Healthy","None","T","Offense"
"D'Anthony Batiste","Arizona Cardinals",2012,"Active",4,"Healthy","None","T","Offense"
"D'Anthony Batiste","Arizona Cardinals",2012,"Active",5,"Healthy","None","T","Offense"
"D'Anthony Batiste","Arizona Cardinals",2012,"Active",2,"Healthy","None","T","Offense"
"D'Anthony Batiste","Arizona Cardinals",2012,"Active",7,"Healthy","None","T","Offense"
"D'Anthony Batiste","Arizona Cardinals",2012,"Active",15,"Healthy","None","T","Offense"
"D'Anthony Batiste","Arizona Cardinals",2012,"Active",6,"Healthy","None","T","Offense"
"D'Anthony Batiste","Arizona Cardinals",2012,"Active",12,"Healthy","None","T","Offense"
"D'Anthony Batiste","Arizona Cardinals",2012,"Active",8,"Healthy","None","T","Offense"
"Dan Williams","Arizona Cardinals",2012,"Active",3,"Healthy","None","NT","Defense"
"Dan Williams","Arizona Cardinals",2012,"Out",15,"Questionable"," Hamstring","NT","Defense"
"Dan Williams","Arizona Cardinals",2012,"Active",16,"Questionable"," Hamstring","NT","Defense"
"Dan Williams","Arizona Cardinals",2012,"Active",9,"Healthy","None","NT","Defense"
"Dan Williams","Arizona Cardinals",2012,"Active",8,"Healthy","None","NT","Defense"
"Dan Williams","Arizona Cardinals",2012,"Active",17,"Probable"," Hamstring","NT","Defense"
"Dan Williams","Arizona Cardinals",2012,"Active",12,"Healthy","None","NT","Defense"
"Dan Williams","Arizona Cardinals",2012,"Active",2,"Healthy","None","NT","Defense"
"Dan Williams","Arizona Cardinals",2012,"Active",13,"Healthy","None","NT","Defense"
"Dan Williams","Arizona Cardinals",2012,"Active",14,"Questionable"," Hamstring","NT","Defense"
"Dan Williams","Arizona Cardinals",2012,"Active",11,"Healthy","None","NT","Defense"
"Dan Williams","Arizona Cardinals",2012,"Active",4,"Healthy","None","NT","Defense"
"Dan Williams","Arizona Cardinals",2012,"Active",5,"Questionable"," Foot","NT","Defense"
"Dan Williams","Arizona Cardinals",2012,"Active",1,"Healthy","None","NT","Defense"
"Dan Williams","Arizona Cardinals",2012,"Active",7,"Healthy","None","NT","Defense"
"Dan Williams","Arizona Cardinals",2012,"Active",6,"Healthy","None","NT","Defense"
"Darnell Dockett","Arizona Cardinals",2012,"Active",7,"Probable"," Hamstring","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2012,"Active",14,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2012,"Active",2,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2012,"Active",12,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2012,"Active",5,"Questionable"," Hamstring","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2012,"Active",1,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2012,"Active",6,"Questionable"," Hamstring","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2012,"Active",15,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2012,"Active",8,"Questionable"," Hamstring","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2012,"Active",17,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2012,"Out",4,"Doubtful"," Hamstring","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2012,"Active",11,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2012,"Active",16,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2012,"Active",9,"Probable"," Hamstring","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2012,"Active",13,"Healthy","None","DE","Defense"
"Darnell Dockett","Arizona Cardinals",2012,"Active",3,"Healthy","None","DE","Defense"
"Daryn Colledge","Arizona Cardinals",2012,"Active",12,"Probable"," Foot","G","Offense"
"Daryn Colledge","Arizona Cardinals",2012,"Active",14,"Healthy","None","G","Offense"
"Daryn Colledge","Arizona Cardinals",2012,"Active",1,"Healthy","None","G","Offense"
"Daryn Colledge","Arizona Cardinals",2012,"Active",3,"Probable"," Shoulder","G","Offense"
"Daryn Colledge","Arizona Cardinals",2012,"Active",13,"Healthy","None","G","Offense"
"Daryn Colledge","Arizona Cardinals",2012,"Active",8,"Healthy","None","G","Offense"
"Daryn Colledge","Arizona Cardinals",2012,"Active",16,"Healthy","None","G","Offense"
"Daryn Colledge","Arizona Cardinals",2012,"Active",5,"Healthy","None","G","Offense"
"Daryn Colledge","Arizona Cardinals",2012,"Active",17,"Healthy","None","G","Offense"
"Daryn Colledge","Arizona Cardinals",2012,"Active",15,"Healthy","None","G","Offense"
"Daryn Colledge","Arizona Cardinals",2012,"Active",11,"Healthy","None","G","Offense"
"Daryn Colledge","Arizona Cardinals",2012,"Active",9,"Healthy","None","G","Offense"
"Daryn Colledge","Arizona Cardinals",2012,"Active",6,"Healthy","None","G","Offense"
"Daryn Colledge","Arizona Cardinals",2012,"Active",2,"Probable"," Elbow","G","Offense"
"Daryn Colledge","Arizona Cardinals",2012,"Active",4,"Probable"," Shoulder","G","Offense"
"Daryn Colledge","Arizona Cardinals",2012,"Active",7,"Healthy","None","G","Offense"
"Dave Zastudil","Arizona Cardinals",2012,"Active",5,"Probable"," Right Calf","P","Special Teams"
"Dave Zastudil","Arizona Cardinals",2012,"Active",1,"Healthy","None","P","Special Teams"
"Dave Zastudil","Arizona Cardinals",2012,"Active",9,"Healthy","None","P","Special Teams"
"Dave Zastudil","Arizona Cardinals",2012,"Active",16,"Healthy","None","P","Special Teams"
"Dave Zastudil","Arizona Cardinals",2012,"Active",4,"Probable"," Right Calf","P","Special Teams"
"Dave Zastudil","Arizona Cardinals",2012,"Active",13,"Healthy","None","P","Special Teams"
"Dave Zastudil","Arizona Cardinals",2012,"Active",15,"Healthy","None","P","Special Teams"
"Dave Zastudil","Arizona Cardinals",2012,"Active",11,"Healthy","None","P","Special Teams"
"Dave Zastudil","Arizona Cardinals",2012,"Active",12,"Healthy","None","P","Special Teams"
"Dave Zastudil","Arizona Cardinals",2012,"Active",8,"Healthy","None","P","Special Teams"
"Dave Zastudil","Arizona Cardinals",2012,"Active",2,"Healthy","None","P","Special Teams"
"Dave Zastudil","Arizona Cardinals",2012,"Active",6,"Healthy","None","P","Special Teams"
"Dave Zastudil","Arizona Cardinals",2012,"Active",17,"Healthy","None","P","Special Teams"
"Dave Zastudil","Arizona Cardinals",2012,"Active",3,"Healthy","None","P","Special Teams"
"Dave Zastudil","Arizona Cardinals",2012,"Active",7,"Healthy","None","P","Special Teams"
"Dave Zastudil","Arizona Cardinals",2012,"Active",14,"Healthy","None","P","Special Teams"
"Early Doucet","Arizona Cardinals",2012,"Active",9,"Healthy","None","WR","Offense"
"Early Doucet","Arizona Cardinals",2012,"Active",13,"Questionable"," Ribs","WR","Offense"
"Early Doucet","Arizona Cardinals",2012,"Active",4,"Healthy","None","WR","Offense"
"Early Doucet","Arizona Cardinals",2012,"Active",14,"Probable"," Ribs","WR","Offense"
"Early Doucet","Arizona Cardinals",2012,"Active",11,"Healthy","None","WR","Offense"
"Early Doucet","Arizona Cardinals",2012,"Active",5,"Healthy","None","WR","Offense"
"Early Doucet","Arizona Cardinals",2012,"Active",2,"Healthy","None","WR","Offense"
"Early Doucet","Arizona Cardinals",2012,"Active",6,"Healthy","None","WR","Offense"
"Early Doucet","Arizona Cardinals",2012,"Active",8,"Healthy","None","WR","Offense"
"Early Doucet","Arizona Cardinals",2012,"Out",17,"Out"," Concussion","WR","Offense"
"Early Doucet","Arizona Cardinals",2012,"Active",7,"Healthy","None","WR","Offense"
"Early Doucet","Arizona Cardinals",2012,"Active",3,"Healthy","None","WR","Offense"
"Early Doucet","Arizona Cardinals",2012,"Active",1,"Healthy","None","WR","Offense"
"Early Doucet","Arizona Cardinals",2012,"Out",12,"Questionable"," Ribs","WR","Offense"
"Early Doucet","Arizona Cardinals",2012,"Out",15,"Doubtful"," Concussion","WR","Offense"
"Early Doucet","Arizona Cardinals",2012,"Out",16,"Out"," Concussion","WR","Offense"
"Greg Toler","Arizona Cardinals",2012,"Active",3,"Healthy","None","CB","Defense"
"Greg Toler","Arizona Cardinals",2012,"Active",15,"Probable"," Hamstring","CB","Defense"
"Greg Toler","Arizona Cardinals",2012,"Out",1,"Questionable"," Hip","CB","Defense"
"Greg Toler","Arizona Cardinals",2012,"Out",7,"Doubtful"," Hamstring","CB","Defense"
"Greg Toler","Arizona Cardinals",2012,"Active",13,"Healthy","None","CB","Defense"
"Greg Toler","Arizona Cardinals",2012,"Active",16,"Probable"," Hamstring","CB","Defense"
"Greg Toler","Arizona Cardinals",2012,"Out",9,"Questionable"," Hamstring","CB","Defense"
"Greg Toler","Arizona Cardinals",2012,"Out",8,"Doubtful"," Hamstring","CB","Defense"
"Greg Toler","Arizona Cardinals",2012,"Active",11,"Questionable"," Hamstring","CB","Defense"
"Greg Toler","Arizona Cardinals",2012,"Active",5,"Healthy","None","CB","Defense"
"Greg Toler","Arizona Cardinals",2012,"Active",12,"Probable"," Hamstring","CB","Defense"
"Greg Toler","Arizona Cardinals",2012,"Active",4,"Healthy","None","CB","Defense"
"Greg Toler","Arizona Cardinals",2012,"Active",14,"Probable"," Hamsting","CB","Defense"
"Greg Toler","Arizona Cardinals",2012,"Active",2,"Probable"," Hip","CB","Defense"
"Greg Toler","Arizona Cardinals",2012,"Active",6,"Doubtful"," Hamstring","CB","Defense"
"Greg Toler","Arizona Cardinals",2012,"Active",17,"Probable"," Hamstring","CB","Defense"
"Jamell Fleming","Arizona Cardinals",2012,"Active",6,"Healthy","None","CB","Defense"
"Jamell Fleming","Arizona Cardinals",2012,"Active",11,"Questionable"," Back","CB","Defense"
"Jamell Fleming","Arizona Cardinals",2012,"Active",15,"Healthy","None","CB","Defense"
"Jamell Fleming","Arizona Cardinals",2012,"Active",13,"Healthy","None","CB","Defense"
"Jamell Fleming","Arizona Cardinals",2012,"Active",12,"Probable"," Back","CB","Defense"
"Jamell Fleming","Arizona Cardinals",2012,"Active",14,"Healthy","None","CB","Defense"
"Jamell Fleming","Arizona Cardinals",2012,"Active",17,"Healthy","None","CB","Defense"
"Jamell Fleming","Arizona Cardinals",2012,"Active",4,"Probable"," Shoulder","CB","Defense"
"Jamell Fleming","Arizona Cardinals",2012,"Active",8,"Questionable"," Back","CB","Defense"
"Jamell Fleming","Arizona Cardinals",2012,"Active",16,"Healthy","None","CB","Defense"
"Jamell Fleming","Arizona Cardinals",2012,"Active",7,"Healthy","None","CB","Defense"
"Jamell Fleming","Arizona Cardinals",2012,"Active",1,"Healthy","None","CB","Defense"
"Jamell Fleming","Arizona Cardinals",2012,"Active",9,"Probable"," Back","CB","Defense"
"Jamell Fleming","Arizona Cardinals",2012,"Active",3,"Probable"," Shoulder","CB","Defense"
"Jamell Fleming","Arizona Cardinals",2012,"Active",2,"Probable"," Shoulder","CB","Defense"
"Jamell Fleming","Arizona Cardinals",2012,"Active",5,"Healthy","None","CB","Defense"
"James Sanders","Arizona Cardinals",2012,"Active",3,"Questionable"," Calf","DB","Defense"
"James Sanders","Arizona Cardinals",2012,"Active",13,"Healthy","None","DB","Defense"
"James Sanders","Arizona Cardinals",2012,"Active",11,"Healthy","None","DB","Defense"
"James Sanders","Arizona Cardinals",2012,"Active",9,"Healthy","None","DB","Defense"
"James Sanders","Arizona Cardinals",2012,"Active",14,"Healthy","None","DB","Defense"
"James Sanders","Arizona Cardinals",2012,"Active",2,"Healthy","None","DB","Defense"
"James Sanders","Arizona Cardinals",2012,"Active",7,"Healthy","None","DB","Defense"
"James Sanders","Arizona Cardinals",2012,"Active",12,"Healthy","None","DB","Defense"
"James Sanders","Arizona Cardinals",2012,"Active",6,"Healthy","None","DB","Defense"
"James Sanders","Arizona Cardinals",2012,"Active",8,"Probable"," Knee","DB","Defense"
"James Sanders","Arizona Cardinals",2012,"Active",1,"Healthy","None","DB","Defense"
"James Sanders","Arizona Cardinals",2012,"Active",17,"Probable"," Calf","DB","Defense"
"James Sanders","Arizona Cardinals",2012,"Active",5,"Probable"," Calf","DB","Defense"
"James Sanders","Arizona Cardinals",2012,"Active",16,"Questionable"," Calf","DB","Defense"
"James Sanders","Arizona Cardinals",2012,"Active",15,"Healthy","None","DB","Defense"
"James Sanders","Arizona Cardinals",2012,"Active",4,"Questionable"," Calf","DB","Defense"
"Javarris James","Arizona Cardinals",2012,"Out",17,"Injured Reserve"," Knee","RB","Offense"
"Javarris James","Arizona Cardinals",2012,"Out",1,"Injured Reserve"," Knee","RB","Offense"
"Javarris James","Arizona Cardinals",2012,"Out",7,"Injured Reserve"," Knee","RB","Offense"
"Javarris James","Arizona Cardinals",2012,"Out",11,"Injured Reserve"," Knee","RB","Offense"
"Javarris James","Arizona Cardinals",2012,"Out",14,"Injured Reserve"," Knee","RB","Offense"
"Javarris James","Arizona Cardinals",2012,"Out",4,"Injured Reserve"," Knee","RB","Offense"
"Javarris James","Arizona Cardinals",2012,"Out",13,"Injured Reserve"," Knee","RB","Offense"
"Javarris James","Arizona Cardinals",2012,"Out",9,"Injured Reserve"," Knee","RB","Offense"
"Javarris James","Arizona Cardinals",2012,"Out",2,"Injured Reserve"," Knee","RB","Offense"
"Javarris James","Arizona Cardinals",2012,"Out",3,"Injured Reserve"," Knee","RB","Offense"
"Javarris James","Arizona Cardinals",2012,"Out",15,"Injured Reserve"," Knee","RB","Offense"
"Javarris James","Arizona Cardinals",2012,"Out",12,"Injured Reserve"," Knee","RB","Offense"
"Javarris James","Arizona Cardinals",2012,"Out",16,"Injured Reserve"," Knee","RB","Offense"
"Javarris James","Arizona Cardinals",2012,"Out",6,"Injured Reserve"," Knee","RB","Offense"
"Javarris James","Arizona Cardinals",2012,"Out",8,"Injured Reserve"," Knee","RB","Offense"
"Javarris James","Arizona Cardinals",2012,"Out",5,"Injured Reserve"," Knee","RB","Offense"
"Jay Feely","Arizona Cardinals",2012,"Active",12,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2012,"Active",4,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2012,"Active",11,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2012,"Active",2,"Probable"," Back","K","Special Teams"
"Jay Feely","Arizona Cardinals",2012,"Active",6,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2012,"Active",8,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2012,"Active",7,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2012,"Active",3,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2012,"Active",13,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2012,"Active",16,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2012,"Active",9,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2012,"Active",5,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2012,"Active",17,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2012,"Active",1,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2012,"Active",14,"Healthy","None","K","Special Teams"
"Jay Feely","Arizona Cardinals",2012,"Active",15,"Healthy","None","K","Special Teams"
"Jeff King","Arizona Cardinals",2012,"Active",2,"Probable"," Knee","TE","Offense"
"Jeff King","Arizona Cardinals",2012,"Active",9,"Healthy","None","TE","Offense"
"Jeff King","Arizona Cardinals",2012,"Active",13,"Healthy","None","TE","Offense"
"Jeff King","Arizona Cardinals",2012,"Active",6,"Healthy","None","TE","Offense"
"Jeff King","Arizona Cardinals",2012,"Active",3,"Probable"," Knee","TE","Offense"
"Jeff King","Arizona Cardinals",2012,"Active",1,"Healthy","None","TE","Offense"
"Jeff King","Arizona Cardinals",2012,"Active",5,"Healthy","None","TE","Offense"
"Jeff King","Arizona Cardinals",2012,"Active",15,"Healthy","None","TE","Offense"
"Jeff King","Arizona Cardinals",2012,"Active",11,"Probable"," Knee","TE","Offense"
"Jeff King","Arizona Cardinals",2012,"Active",16,"Healthy","None","TE","Offense"
"Jeff King","Arizona Cardinals",2012,"Active",17,"Healthy","None","TE","Offense"
"Jeff King","Arizona Cardinals",2012,"Active",12,"Probable"," Knee","TE","Offense"
"Jeff King","Arizona Cardinals",2012,"Active",14,"Healthy","None","TE","Offense"
"Jeff King","Arizona Cardinals",2012,"Active",8,"Healthy","None","TE","Offense"
"Jeff King","Arizona Cardinals",2012,"Active",4,"Probable"," Knee","TE","Offense"
"Jeff King","Arizona Cardinals",2012,"Active",7,"Healthy","None","TE","Offense"
"Jeremy Bridges","Arizona Cardinals",2012,"Out",1,"Injured Reserve"," Thumb",NA,NA
