"Names","Team","Season","Active_Inactive","Week","Game_Designation","Injury_Type"
"John Phillips","Arizona Cardinals","2018","Active",1,"Healthy","None"
"Olsen Pierre","Arizona Cardinals","2018","Active",1,"Questionable"," Toe"
"Justin Pugh","Arizona Cardinals","2018","Active",1,"Healthy","None"
"Haason Reddick ","Arizona Cardinals","2018","Active",1,"Healthy","None"
"Ricky Seals-Jones","Arizona Cardinals","2018","Active",1,"Healthy","None"
"A.Q. Shipley","Arizona Cardinals","2018","Out",1,"Injured Reserve"," Knee"
"Andre Smith","Arizona Cardinals","2018","Active",1,"Healthy","None"
"Jamar Taylor","Arizona Cardinals","2018","Active",1,"Healthy","None"
"Jeremy Vujnovich","Arizona Cardinals","2018","Active",1,"Healthy","None"
"John Wetzel","Arizona Cardinals","2018","Active",1,"Healthy","None"
"Chad Williams","Arizona Cardinals","2018","Active",1,"Healthy","None"
"Bryson Albright","Arizona Cardinals","2018","Out",2,"Injured Reserve"," Undisclosed"
"Thurston Armbrister","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Budda Baker ","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Bene Benwikere","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Tre Boston","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Deone Bucannon","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Josh Bynes","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Christian Campbell","Arizona Cardinals","2018","Out",2,"Injured Reserve"," Ankle"
"Jeremy Cash","Arizona Cardinals","2018","Out",2,"Injured Reserve"," Knee"
"Korey Cunningham","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Phil Dawson","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2018","Active",2,"Healthy","None"
"D.J. Foster ","Arizona Cardinals","2018","Out",2,"Injured Reserve"," Knee"
"Dennis Gardeck","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Markus Golden","Arizona Cardinals","2018","Out",2,"Questionable"," Knee"
"Jermaine Gresham","Arizona Cardinals","2018","Out",2,"Questionable"," Achilles"
"Rodney Gunter","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Will Holden","Arizona Cardinals","2018","Active",2,"Healthy","None"
"D.J. Humphries","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Mike Iupati","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Christian Kirk","Arizona Cardinals","2018","Active",2,"Healthy","None"
"T.J. Logan","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Gabe Martin ","Arizona Cardinals","2018","Out",2,"Injured Reserve"," Achilles"
"Praise Martin-Oguike","Arizona Cardinals","2018","Out",2,"Injured Reserve"," Undisclosed"
"Benson Mayowa ","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Arthur Moats","Arizona Cardinals","2018","Out",2,"Injured Reserve"," Knee"
"JJ Nelson","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Robert Nkemdiche","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Jonathan Owens","Arizona Cardinals","2018","Out",2,"Injured Reserve"," Knee"
"Corey Peters","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Patrick Peterson","Arizona Cardinals","2018","Active",2,"Healthy","None"
"John Phillips","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Olsen Pierre","Arizona Cardinals","2018","Out",2,"Out"," Toe"
"Justin Pugh","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Haason Reddick ","Arizona Cardinals","2018","Active",2,"Questionable"," Ankle"
"Ricky Seals-Jones","Arizona Cardinals","2018","Active",2,"Healthy","None"
"A.Q. Shipley","Arizona Cardinals","2018","Out",2,"Injured Reserve"," Knee"
"Andre Smith","Arizona Cardinals","2018","Out",2,"Out"," Elbow"
"Jamar Taylor","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Jeremy Vujnovich","Arizona Cardinals","2018","Active",2,"Healthy","None"
"John Wetzel","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Chad Williams","Arizona Cardinals","2018","Active",2,"Healthy","None"
"Bryson Albright","Arizona Cardinals","2018","Out",3,"Injured Reserve"," Undisclosed"
"Thurston Armbrister","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Budda Baker ","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Bene Benwikere","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Tre Boston","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Deone Bucannon","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Josh Bynes","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Christian Campbell","Arizona Cardinals","2018","Out",3,"Injured Reserve"," Ankle"
"Jeremy Cash","Arizona Cardinals","2018","Out",3,"Injured Reserve"," Knee"
"Korey Cunningham","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Phil Dawson","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2018","Active",3,"Questionable"," Hamstring"
"D.J. Foster ","Arizona Cardinals","2018","Out",3,"Injured Reserve"," Knee"
"Dennis Gardeck","Arizona Cardinals","2018","Active",3,"Questionable"," Ankle"
"Markus Golden","Arizona Cardinals","2018","Active",3,"Questionable"," Knee"
"Jermaine Gresham","Arizona Cardinals","2018","Active",3,"Questionable"," Achilles"
"Rodney Gunter","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Will Holden","Arizona Cardinals","2018","Active",3,"Healthy","None"
"D.J. Humphries","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Mike Iupati","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Christian Kirk","Arizona Cardinals","2018","Active",3,"Healthy","None"
"T.J. Logan","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Gabe Martin ","Arizona Cardinals","2018","Out",3,"Injured Reserve"," Achilles"
"Praise Martin-Oguike","Arizona Cardinals","2018","Out",3,"Injured Reserve"," Undisclosed"
"Benson Mayowa ","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Arthur Moats","Arizona Cardinals","2018","Out",3,"Injured Reserve"," Knee"
"JJ Nelson","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Robert Nkemdiche","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Jonathan Owens","Arizona Cardinals","2018","Out",3,"Injured Reserve"," Knee"
"Corey Peters","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Patrick Peterson","Arizona Cardinals","2018","Active",3,"Healthy","None"
"John Phillips","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Olsen Pierre","Arizona Cardinals","2018","Out",3,"Out"," Toe"
"Justin Pugh","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Haason Reddick ","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Ricky Seals-Jones","Arizona Cardinals","2018","Active",3,"Healthy","None"
"A.Q. Shipley","Arizona Cardinals","2018","Out",3,"Injured Reserve"," Knee"
"Andre Smith","Arizona Cardinals","2018","Out",3,"Out"," Elbow"
"Jamar Taylor","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Jeremy Vujnovich","Arizona Cardinals","2018","Active",3,"Healthy","None"
"John Wetzel","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Chad Williams","Arizona Cardinals","2018","Active",3,"Healthy","None"
"Bryson Albright","Arizona Cardinals","2018","Out",4,"Injured Reserve"," Undisclosed"
"Thurston Armbrister","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Budda Baker ","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Bene Benwikere","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Tre Boston","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Deone Bucannon","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Josh Bynes","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Christian Campbell","Arizona Cardinals","2018","Out",4,"Injured Reserve"," Ankle"
"Jeremy Cash","Arizona Cardinals","2018","Out",4,"Injured Reserve"," Knee"
"Korey Cunningham","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Phil Dawson","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2018","Active",4,"Questionable"," Hamstring"
"D.J. Foster ","Arizona Cardinals","2018","Out",4,"Injured Reserve"," Knee"
"Dennis Gardeck","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Markus Golden","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Jermaine Gresham","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Rodney Gunter","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Will Holden","Arizona Cardinals","2018","Active",4,"Healthy","None"
"D.J. Humphries","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Mike Iupati","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Christian Kirk","Arizona Cardinals","2018","Active",4,"Healthy","None"
"T.J. Logan","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Gabe Martin ","Arizona Cardinals","2018","Out",4,"Injured Reserve"," Achilles"
"Praise Martin-Oguike","Arizona Cardinals","2018","Out",4,"Injured Reserve"," Undisclosed"
"Benson Mayowa ","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Arthur Moats","Arizona Cardinals","2018","Out",4,"Injured Reserve"," Knee"
"JJ Nelson","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Robert Nkemdiche","Arizona Cardinals","2018","Active",4,"Questionable"," Knee"
"Jonathan Owens","Arizona Cardinals","2018","Out",4,"Injured Reserve"," Knee"
"Corey Peters","Arizona Cardinals","2018","Active",4,"Questionable"," Elbow"
"Patrick Peterson","Arizona Cardinals","2018","Active",4,"Healthy","None"
"John Phillips","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Olsen Pierre","Arizona Cardinals","2018","Active",4,"Questionable"," Toe"
"Justin Pugh","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Haason Reddick ","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Ricky Seals-Jones","Arizona Cardinals","2018","Active",4,"Healthy","None"
"A.Q. Shipley","Arizona Cardinals","2018","Out",4,"Injured Reserve"," Knee"
"Andre Smith","Arizona Cardinals","2018","Out",4,"Questionable"," Elbow"
"Jamar Taylor","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Jeremy Vujnovich","Arizona Cardinals","2018","Active",4,"Healthy","None"
"John Wetzel","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Chad Williams","Arizona Cardinals","2018","Active",4,"Healthy","None"
"Bryson Albright","Arizona Cardinals","2018","Out",5,"Injured Reserve"," Undisclosed"
"Thurston Armbrister","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Budda Baker ","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Bene Benwikere","Arizona Cardinals","2018","Active",5,"Questionable"," Neck"
"Tre Boston","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Deone Bucannon","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Josh Bynes","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Christian Campbell","Arizona Cardinals","2018","Out",5,"Injured Reserve"," Ankle"
"Jeremy Cash","Arizona Cardinals","2018","Out",5,"Injured Reserve"," Knee"
"Korey Cunningham","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Phil Dawson","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2018","Active",5,"Questionable"," Hamstring"
"D.J. Foster ","Arizona Cardinals","2018","Out",5,"Injured Reserve"," Knee"
"Dennis Gardeck","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Markus Golden","Arizona Cardinals","2018","Out",5,"Questionable"," Knee"
"Jermaine Gresham","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Rodney Gunter","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Will Holden","Arizona Cardinals","2018","Active",5,"Healthy","None"
"D.J. Humphries","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Mike Iupati","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Christian Kirk","Arizona Cardinals","2018","Active",5,"Healthy","None"
"T.J. Logan","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Gabe Martin ","Arizona Cardinals","2018","Out",5,"Injured Reserve"," Achilles"
"Praise Martin-Oguike","Arizona Cardinals","2018","Out",5,"Injured Reserve"," Undisclosed"
"Benson Mayowa ","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Arthur Moats","Arizona Cardinals","2018","Out",5,"Injured Reserve"," Knee"
"JJ Nelson","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Robert Nkemdiche","Arizona Cardinals","2018","Out",5,"Questionable"," Foot"
"Jonathan Owens","Arizona Cardinals","2018","Out",5,"Injured Reserve"," Knee"
"Corey Peters","Arizona Cardinals","2018","Active",5,"Questionable"," Elbow"
"Patrick Peterson","Arizona Cardinals","2018","Active",5,"Healthy","None"
"John Phillips","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Olsen Pierre","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Justin Pugh","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Haason Reddick ","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Ricky Seals-Jones","Arizona Cardinals","2018","Active",5,"Healthy","None"
"A.Q. Shipley","Arizona Cardinals","2018","Out",5,"Injured Reserve"," Knee"
"Andre Smith","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Jamar Taylor","Arizona Cardinals","2018","Active",5,"Questionable"," Back"
"Jeremy Vujnovich","Arizona Cardinals","2018","Active",5,"Healthy","None"
"John Wetzel","Arizona Cardinals","2018","Active",5,"Questionable"," Shoulder"
"Chad Williams","Arizona Cardinals","2018","Active",5,"Healthy","None"
"Bryson Albright","Arizona Cardinals","2018","Out",6,"Injured Reserve"," Undisclosed"
"Thurston Armbrister","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Budda Baker ","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Bene Benwikere","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Tre Boston","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Deone Bucannon","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Josh Bynes","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Christian Campbell","Arizona Cardinals","2018","Out",6,"Injured Reserve"," Ankle"
"Jeremy Cash","Arizona Cardinals","2018","Out",6,"Injured Reserve"," Knee"
"Korey Cunningham","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Phil Dawson","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2018","Active",6,"Questionable"," Back"
"Larry Fitzgerald","Arizona Cardinals","2018","Active",6,"Healthy","None"
"D.J. Foster ","Arizona Cardinals","2018","Out",6,"Injured Reserve"," Knee"
"Dennis Gardeck","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Markus Golden","Arizona Cardinals","2018","Active",6,"Questionable"," Knee"
"Jermaine Gresham","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Rodney Gunter","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Will Holden","Arizona Cardinals","2018","Active",6,"Healthy","None"
"D.J. Humphries","Arizona Cardinals","2018","Active",6,"Questionable"," Knee"
"Mike Iupati","Arizona Cardinals","2018","Active",6,"Questionable"," Shoulder"
"Christian Kirk","Arizona Cardinals","2018","Active",6,"Healthy","None"
"T.J. Logan","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Gabe Martin ","Arizona Cardinals","2018","Out",6,"Injured Reserve"," Achilles"
"Praise Martin-Oguike","Arizona Cardinals","2018","Out",6,"Injured Reserve"," Undisclosed"
"Benson Mayowa ","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Arthur Moats","Arizona Cardinals","2018","Out",6,"Injured Reserve"," Knee"
"JJ Nelson","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Robert Nkemdiche","Arizona Cardinals","2018","Active",6,"Questionable"," Foot"
"Jonathan Owens","Arizona Cardinals","2018","Out",6,"Injured Reserve"," Knee"
"Corey Peters","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Patrick Peterson","Arizona Cardinals","2018","Active",6,"Healthy","None"
"John Phillips","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Olsen Pierre","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Justin Pugh","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Haason Reddick ","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Ricky Seals-Jones","Arizona Cardinals","2018","Active",6,"Healthy","None"
"A.Q. Shipley","Arizona Cardinals","2018","Out",6,"Injured Reserve"," Knee"
"Andre Smith","Arizona Cardinals","2018","Active",6,"Questionable"," Hamstring"
"Jamar Taylor","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Jeremy Vujnovich","Arizona Cardinals","2018","Active",6,"Healthy","None"
"John Wetzel","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Chad Williams","Arizona Cardinals","2018","Active",6,"Healthy","None"
"Bryson Albright","Arizona Cardinals","2018","Out",7,"Injured Reserve"," Undisclosed"
"Thurston Armbrister","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Budda Baker ","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Bene Benwikere","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Tre Boston","Arizona Cardinals","2018","Out",7,"Out"," Shoulder"
"Deone Bucannon","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Josh Bynes","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Christian Campbell","Arizona Cardinals","2018","Out",7,"Injured Reserve"," Ankle"
"Jeremy Cash","Arizona Cardinals","2018","Out",7,"Injured Reserve"," Knee"
"Korey Cunningham","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Phil Dawson","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2018","Active",7,"Healthy","None"
"D.J. Foster ","Arizona Cardinals","2018","Out",7,"Injured Reserve"," Knee"
"Dennis Gardeck","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Markus Golden","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Jermaine Gresham","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Rodney Gunter","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Will Holden","Arizona Cardinals","2018","Active",7,"Healthy","None"
"D.J. Humphries","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Mike Iupati","Arizona Cardinals","2018","Out",7,"Out"," Back"
"Christian Kirk","Arizona Cardinals","2018","Active",7,"Healthy","None"
"T.J. Logan","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Gabe Martin ","Arizona Cardinals","2018","Out",7,"Injured Reserve"," Achilles"
"Praise Martin-Oguike","Arizona Cardinals","2018","Out",7,"Injured Reserve"," Undisclosed"
"Benson Mayowa ","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Arthur Moats","Arizona Cardinals","2018","Out",7,"Injured Reserve"," Knee"
"JJ Nelson","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Robert Nkemdiche","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Jonathan Owens","Arizona Cardinals","2018","Out",7,"Injured Reserve"," Knee"
"Corey Peters","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Patrick Peterson","Arizona Cardinals","2018","Active",7,"Healthy","None"
"John Phillips","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Olsen Pierre","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Justin Pugh","Arizona Cardinals","2018","Out",7,"Questionable"," Hand"
"Haason Reddick ","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Ricky Seals-Jones","Arizona Cardinals","2018","Active",7,"Healthy","None"
"A.Q. Shipley","Arizona Cardinals","2018","Out",7,"Injured Reserve"," Knee"
"Andre Smith","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Jamar Taylor","Arizona Cardinals","2018","Active",7,"Questionable"," Back"
"Jeremy Vujnovich","Arizona Cardinals","2018","Out",7,"Out"," Hamstring"
"John Wetzel","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Chad Williams","Arizona Cardinals","2018","Active",7,"Healthy","None"
"Bryson Albright","Arizona Cardinals","2018","Out",8,"Injured Reserve"," Undisclosed"
"Thurston Armbrister","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Budda Baker ","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Bene Benwikere","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Tre Boston","Arizona Cardinals","2018","Out",8,"Out"," Shoulder"
"Deone Bucannon","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Josh Bynes","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Christian Campbell","Arizona Cardinals","2018","Out",8,"Injured Reserve"," Ankle"
"Jeremy Cash","Arizona Cardinals","2018","Out",8,"Injured Reserve"," Knee"
"Korey Cunningham","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Phil Dawson","Arizona Cardinals","2018","Active",8,"Questionable"," Righthip"
"Chase Edmonds","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2018","Active",8,"Healthy","None"
"D.J. Foster ","Arizona Cardinals","2018","Out",8,"Injured Reserve"," Knee"
"Dennis Gardeck","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Markus Golden","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Jermaine Gresham","Arizona Cardinals","2018","Active",8,"Questionable"," Heel"
"Rodney Gunter","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Will Holden","Arizona Cardinals","2018","Active",8,"Healthy","None"
"D.J. Humphries","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Mike Iupati","Arizona Cardinals","2018","Active",8,"Questionable"," Back"
"Christian Kirk","Arizona Cardinals","2018","Active",8,"Healthy","None"
"T.J. Logan","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Gabe Martin ","Arizona Cardinals","2018","Out",8,"Injured Reserve"," Achilles"
"Praise Martin-Oguike","Arizona Cardinals","2018","Out",8,"Injured Reserve"," Undisclosed"
"Benson Mayowa ","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Arthur Moats","Arizona Cardinals","2018","Out",8,"Injured Reserve"," Knee"
"JJ Nelson","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Robert Nkemdiche","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Jonathan Owens","Arizona Cardinals","2018","Out",8,"Injured Reserve"," Knee"
"Corey Peters","Arizona Cardinals","2018","Out",8,"Questionable"," Ankle"
"Patrick Peterson","Arizona Cardinals","2018","Active",8,"Healthy","None"
"John Phillips","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Olsen Pierre","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Justin Pugh","Arizona Cardinals","2018","Out",8,"Questionable"," Hand"
"Haason Reddick ","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Ricky Seals-Jones","Arizona Cardinals","2018","Active",8,"Healthy","None"
"A.Q. Shipley","Arizona Cardinals","2018","Out",8,"Injured Reserve"," Knee"
"Andre Smith","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Jamar Taylor","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Jeremy Vujnovich","Arizona Cardinals","2018","Out",8,"Out"," Hamstring"
"John Wetzel","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Chad Williams","Arizona Cardinals","2018","Active",8,"Healthy","None"
"Bryson Albright","Arizona Cardinals","2018","Out",10,"Injured Reserve"," Undisclosed"
"Thurston Armbrister","Arizona Cardinals","2018","Active",10,"Healthy","None"
"Budda Baker ","Arizona Cardinals","2018","Active",10,"Questionable"," Foot"
"Bene Benwikere","Arizona Cardinals","2018","Active",10,"Healthy","None"
"Tre Boston","Arizona Cardinals","2018","Active",10,"Questionable"," Chest"
"Deone Bucannon","Arizona Cardinals","2018","Active",10,"Healthy","None"
"Josh Bynes","Arizona Cardinals","2018","Active",10,"Healthy","None"
"Christian Campbell","Arizona Cardinals","2018","Out",10,"Injured Reserve"," Ankle"
"Jeremy Cash","Arizona Cardinals","2018","Out",10,"Injured Reserve"," Knee"
"Korey Cunningham","Arizona Cardinals","2018","Active",10,"Healthy","None"
"Phil Dawson","Arizona Cardinals","2018","Active",10,"Healthy","None"
"Chase Edmonds","Arizona Cardinals","2018","Active",10,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2018","Active",10,"Healthy","None"
"D.J. Foster ","Arizona Cardinals","2018","Out",10,"Injured Reserve"," Knee"
"Dennis Gardeck","Arizona Cardinals","2018","Active",10,"Healthy","None"
"Markus Golden","Arizona Cardinals","2018","Active",10,"Healthy","None"
