"Names","Team","Season","Active_Inactive","Week","Game_Designation","Injury_Type"
"D'Anthony Batiste","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Justin Bethel","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Jeremy Bridges","Arizona Cardinals","2012","Out",5,"Injured Reserve"," Thumb"
"Levi Brown","Arizona Cardinals","2012","Out",5,"Injured Reserve"," Triceps"
"LaRon Byrd ","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Calais Campbell","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Daryn Colledge","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Darnell Dockett","Arizona Cardinals","2012","Active",5,"Questionable"," Hamstring"
"Early Doucet","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Jim Dray","Arizona Cardinals","2012","Out",5,"Questionable"," Knee"
"Nick Eason","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Jay Feely","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Jamell Fleming","Arizona Cardinals","2012","Active",5,"Healthy","None"
"William Gay","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Mike Gibson ","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Quentin Groves ","Arizona Cardinals","2012","Active",5,"Questionable"," Hamstring"
"Todd Heap","Arizona Cardinals","2012","Out",5,"Questionable"," Knee"
"Rob Housler","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Javarris James","Arizona Cardinals","2012","Out",5,"Injured Reserve"," Knee"
"Rashad Johnson","Arizona Cardinals","2012","Active",5,"Probable"," Hamstring"
"Jeff King","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Kevin Kolb","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Mike Leach","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Paris Lenon","Arizona Cardinals","2012","Active",5,"Questionable"," Knee"
"Pat McQuistan","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Rich Ohrnberger","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Patrick Peterson","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Nate Potter","Arizona Cardinals","2012","Active",5,"Healthy","None"
"William Powell","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Kerry Rhodes","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Andre Roberts","Arizona Cardinals","2012","Active",5,"Healthy","None"
"James Sanders ","Arizona Cardinals","2012","Active",5,"Probable"," Calf"
"O'Brien Schofield","Arizona Cardinals","2012","Active",5,"Probable"," Knee"
"Lyle Sendlein","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Anthony Sherman","Arizona Cardinals","2012","Active",5,"Probable"," Hamstring"
"John Skelton","Arizona Cardinals","2012","Out",5,"Probable"," Ankle"
"Alfonso Smith","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Adam Snyder","Arizona Cardinals","2012","Active",5,"Probable"," Elbow"
"LaRod Stephens-Howling","Arizona Cardinals","2012","Out",5,"Questionable"," Groin"
"Ronald Talley ","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Greg Toler","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Reggie Walker","Arizona Cardinals","2012","Active",5,"Questionable"," Head"
"Beanie Wells ","Arizona Cardinals","2012","Out",5,"Injured Reserve"," Toe"
"Dan Williams","Arizona Cardinals","2012","Active",5,"Questionable"," Foot"
"Ryan Williams","Arizona Cardinals","2012","Active",5,"Healthy","None"
"Adrian Wilson","Arizona Cardinals","2012","Active",5,"Probable"," Ankle/Groin"
"Dave Zastudil","Arizona Cardinals","2012","Active",5,"Probable"," Right Calf"
"Michael Adams","Arizona Cardinals","2012","Active",6,"Doubtful"," Hamstring"
"Richard Bartel","Arizona Cardinals","2012","Out",6,"Injured Reserve"," Shoulder"
"D'Anthony Batiste","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Justin Bethel","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Jeremy Bridges","Arizona Cardinals","2012","Out",6,"Injured Reserve"," Thumb"
"Levi Brown","Arizona Cardinals","2012","Out",6,"Injured Reserve"," Triceps"
"LaRon Byrd ","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Calais Campbell","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Daryn Colledge","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Darnell Dockett","Arizona Cardinals","2012","Active",6,"Questionable"," Hamstring"
"Early Doucet","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Jim Dray","Arizona Cardinals","2012","Active",6,"Questionable"," Knee"
"Nick Eason","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Jay Feely","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Jamell Fleming","Arizona Cardinals","2012","Active",6,"Healthy","None"
"William Gay","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Mike Gibson ","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Quentin Groves ","Arizona Cardinals","2012","Active",6,"Questionable"," Hamstring"
"Todd Heap","Arizona Cardinals","2012","Active",6,"Questionable"," Knee"
"Rob Housler","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Javarris James","Arizona Cardinals","2012","Out",6,"Injured Reserve"," Knee"
"Rashad Johnson","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Jeff King","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Kevin Kolb","Arizona Cardinals","2012","Active",6,"Questionable"," Head"
"Mike Leach","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Paris Lenon","Arizona Cardinals","2012","Active",6,"Questionable"," Knee"
"Pat McQuistan","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Rich Ohrnberger","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Patrick Peterson","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Nate Potter","Arizona Cardinals","2012","Active",6,"Healthy","None"
"William Powell","Arizona Cardinals","2012","Active",6,"Probable"," Head"
"Kerry Rhodes","Arizona Cardinals","2012","Active",6,"Questionable"," Back"
"Andre Roberts","Arizona Cardinals","2012","Active",6,"Healthy","None"
"James Sanders ","Arizona Cardinals","2012","Active",6,"Healthy","None"
"O'Brien Schofield","Arizona Cardinals","2012","Active",6,"Questionable"," Knee"
"Lyle Sendlein","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Anthony Sherman","Arizona Cardinals","2012","Active",6,"Doubtful"," Knee"
"John Skelton","Arizona Cardinals","2012","Active",6,"Probable"," Ankle"
"Alfonso Smith","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Adam Snyder","Arizona Cardinals","2012","Active",6,"Probable"," Elbow"
"LaRod Stephens-Howling","Arizona Cardinals","2012","Active",6,"Probable"," Groin"
"Ronald Talley ","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Greg Toler","Arizona Cardinals","2012","Active",6,"Doubtful"," Hamstring"
"Reggie Walker","Arizona Cardinals","2012","Active",6,"Doubtful"," Head"
"Beanie Wells ","Arizona Cardinals","2012","Out",6,"Injured Reserve"," Toe"
"Dan Williams","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Ryan Williams","Arizona Cardinals","2012","Out",6,"Injured Reserve"," Shoulder"
"Adrian Wilson","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Dave Zastudil","Arizona Cardinals","2012","Active",6,"Healthy","None"
"Michael Adams","Arizona Cardinals","2012","Active",7,"Questionable"," Hamstring"
"Richard Bartel","Arizona Cardinals","2012","Out",7,"Injured Reserve"," Shoulder"
"D'Anthony Batiste","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Justin Bethel","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Jeremy Bridges","Arizona Cardinals","2012","Out",7,"Injured Reserve"," Thumb"
"Levi Brown","Arizona Cardinals","2012","Out",7,"Injured Reserve"," Triceps"
"LaRon Byrd ","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Calais Campbell","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Daryn Colledge","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Darnell Dockett","Arizona Cardinals","2012","Active",7,"Probable"," Hamstring"
"Early Doucet","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Jim Dray","Arizona Cardinals","2012","Active",7,"Probable"," Knee"
"Nick Eason","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Jay Feely","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Jamell Fleming","Arizona Cardinals","2012","Active",7,"Healthy","None"
"William Gay","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Mike Gibson ","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Quentin Groves ","Arizona Cardinals","2012","Active",7,"Probable"," Hamstring"
"Todd Heap","Arizona Cardinals","2012","Out",7,"Questionable"," Knee"
"Rob Housler","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Javarris James","Arizona Cardinals","2012","Out",7,"Injured Reserve"," Knee"
"Rashad Johnson","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Jeff King","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Kevin Kolb","Arizona Cardinals","2012","Out",7,"Out"," Ribs"
"Mike Leach","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Paris Lenon","Arizona Cardinals","2012","Active",7,"Probable"," Knee"
"Pat McQuistan","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Rich Ohrnberger","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Patrick Peterson","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Nate Potter","Arizona Cardinals","2012","Active",7,"Healthy","None"
"William Powell","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Kerry Rhodes","Arizona Cardinals","2012","Out",7,"Out"," Back"
"Andre Roberts","Arizona Cardinals","2012","Active",7,"Healthy","None"
"James Sanders ","Arizona Cardinals","2012","Active",7,"Healthy","None"
"O'Brien Schofield","Arizona Cardinals","2012","Active",7,"Probable"," Knee"
"Lyle Sendlein","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Anthony Sherman","Arizona Cardinals","2012","Out",7,"Doubtful"," Knee"
"John Skelton","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Alfonso Smith","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Adam Snyder","Arizona Cardinals","2012","Active",7,"Probable"," Elbow"
"LaRod Stephens-Howling","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Ronald Talley ","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Greg Toler","Arizona Cardinals","2012","Out",7,"Doubtful"," Hamstring"
"Reggie Walker","Arizona Cardinals","2012","Out",7,"Questionable"," Head"
"Beanie Wells ","Arizona Cardinals","2012","Out",7,"Injured Reserve"," Toe"
"Dan Williams","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Ryan Williams","Arizona Cardinals","2012","Out",7,"Injured Reserve"," Shoulder"
"Adrian Wilson","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Dave Zastudil","Arizona Cardinals","2012","Active",7,"Healthy","None"
"Michael Adams","Arizona Cardinals","2012","Active",8,"Probable"," Hamstring"
"Richard Bartel","Arizona Cardinals","2012","Out",8,"Injured Reserve"," Shoulder"
"D'Anthony Batiste","Arizona Cardinals","2012","Active",8,"Healthy","None"
"Justin Bethel","Arizona Cardinals","2012","Active",8,"Healthy","None"
"Jeremy Bridges","Arizona Cardinals","2012","Out",8,"Injured Reserve"," Thumb"
"Levi Brown","Arizona Cardinals","2012","Out",8,"Injured Reserve"," Triceps"
"LaRon Byrd ","Arizona Cardinals","2012","Active",8,"Healthy","None"
"Calais Campbell","Arizona Cardinals","2012","Active",8,"Probable"," Quadricep"
"Daryn Colledge","Arizona Cardinals","2012","Active",8,"Healthy","None"
"Darnell Dockett","Arizona Cardinals","2012","Active",8,"Questionable"," Hamstring"
"Early Doucet","Arizona Cardinals","2012","Active",8,"Healthy","None"
"Jim Dray","Arizona Cardinals","2012","Active",8,"Questionable"," Knee"
"Nick Eason","Arizona Cardinals","2012","Active",8,"Healthy","None"
"Jay Feely","Arizona Cardinals","2012","Active",8,"Healthy","None"
"Larry Fitzgerald","Arizona Cardinals","2012","Active",8,"Questionable"," Head"
"Jamell Fleming","Arizona Cardinals","2012","Active",8,"Questionable"," Back"
"William Gay","Arizona Cardinals","2012","Active",8,"Healthy","None"
